id,lat,lon,ph,sand,clay,silt,cec,humus,stickstoff
A20870_4319,52.175,10.7975,5.2,29.4,28.7,41.9,29.0,72.4,6.77
A20985_4191,52.4625,10.4775,4.9,63.9,15.3,20.8,27.0,81.1,5.45
A21061_4374,52.6525,10.935,5.0,60.4,13.2,26.4,28.4,68.8,6.71
A20868_4341,52.17,10.8525,5.1,22.6,25.2,52.2,27.4,63.1,5.76
A21077_4242,52.6925,10.605,5.1,60.4,10.6,29.0,25.2,89.7,6.6
A20877_4338,52.1925,10.845,4.8,19.0,30.7,50.3,27.1,67.2,5.71
A20878_4210,52.195,10.525,6.3,33.2,28.2,38.6,31.9,57.7,7.97
A20823_4140,52.0575,10.35,5.4,20.7,29.4,49.8,27.6,80.3,5.86
A20840_4140,52.1,10.35,5.2,21.5,28.6,49.9,28.4,77.8,5.33
A21004_4226,52.51,10.565,5.2,62.6,15.5,21.8,27.8,77.2,6.24
A20983_4325,52.4575,10.8125,4.9,62.9,14.0,23.1,28.7,76.4,7.14
A20867_4341,52.1675,10.8525,4.9,24.2,31.9,43.9,27.7,71.9,5.31
A20999_4225,52.4975,10.5625,5.1,66.9,16.0,17.1,26.3,80.7,6.28
A20981_4290,52.4525,10.725,5.1,62.7,14.5,22.8,29.1,76.9,7.03
A20980_4283,52.45,10.7075,4.9,63.2,12.0,24.8,29.9,88.0,7.04
A20943_4342,52.3575,10.855,6.2,45.2,21.5,33.3,31.4,55.4,7.27
A21089_4216,52.7225,10.54,5.2,55.7,12.7,31.6,30.2,84.8,5.6
A20906_4230,52.265,10.575,5.8,37.3,25.6,37.1,30.2,56.6,7.06
A20989_4283,52.4725,10.7075,5.4,63.4,13.5,23.0,29.7,63.6,6.72
A20981_4283,52.4525,10.7075,4.8,60.0,13.7,26.3,30.7,83.2,7.0
A21049_4050,52.6225,10.125,5.9,70.1,13.9,16.0,29.3,70.3,5.68
A20948_4329,52.37,10.8225,4.9,48.9,19.4,31.7,31.3,86.4,5.81
A20937_4277,52.3425,10.6925,6.2,53.8,16.3,29.9,30.8,56.1,6.35
A20948_4328,52.37,10.82,5.0,50.0,18.4,31.5,31.2,85.0,6.21
A21035_4339,52.5875,10.8475,4.8,59.5,13.3,27.2,27.9,78.9,6.02
A20948_4326,52.37,10.815,5.1,50.5,19.6,29.9,31.0,80.3,6.45
A21099_4213,52.7475,10.5325,5.6,47.4,17.8,34.8,27.8,65.3,6.58
A20933_4290,52.3325,10.725,5.0,53.2,17.4,29.5,30.7,79.4,7.19
A21035_4340,52.5875,10.85,4.8,59.5,13.3,27.2,27.9,78.9,6.02
A20906_4225,52.265,10.5625,5.3,37.7,22.6,39.7,31.2,87.4,7.23
A20976_4211,52.44,10.5275,5.9,62.5,13.9,23.6,28.5,73.5,6.97
A21018_4097,52.545,10.2425,5.3,70.4,11.9,17.7,25.8,65.5,5.3
A20918_4233,52.295,10.5825,5.7,42.8,20.7,36.5,30.3,58.9,6.69
A21060_4374,52.65,10.935,5.0,61.0,13.5,25.4,28.3,78.0,6.94
A21023_4375,52.5575,10.9375,5.2,65.5,10.8,23.8,28.6,88.2,9.18
A20971_4373,52.4275,10.9325,5.0,54.1,17.4,28.5,30.3,80.7,8.19
A20988_4199,52.47,10.4975,5.0,65.8,13.0,21.2,26.7,85.0,6.15
A20899_4166,52.2475,10.415,6.5,33.9,22.9,43.2,29.6,58.3,5.52
A20899_4170,52.2475,10.425,6.5,34.9,24.0,41.1,30.0,54.7,5.95
A21002_4277,52.505,10.6925,4.7,64.3,11.9,23.8,28.0,69.3,6.13
A20929_4165,52.3225,10.4125,6.3,46.2,18.4,35.4,31.1,55.5,5.69
A20842_4151,52.105,10.3775,5.4,20.1,25.6,54.3,29.1,64.0,5.8
A20903_4231,52.2575,10.5775,5.7,38.7,26.2,35.1,29.6,80.3,7.13
A20884_4217,52.21,10.5425,5.3,34.8,28.1,37.1,31.2,73.8,9.45
A21015_4188,52.5375,10.47,5.1,62.4,15.6,22.0,25.6,67.2,5.87
A20921_4224,52.3025,10.56,5.0,45.4,22.2,32.4,31.3,81.7,7.2
A20912_4239,52.28,10.5975,5.7,40.5,21.0,38.5,30.0,59.1,7.12
A21082_4184,52.705,10.46,5.0,56.9,13.9,29.1,28.0,82.4,5.36
A20889_4224,52.2225,10.56,5.2,38.6,26.7,34.7,30.7,85.0,8.05
A21087_4182,52.7175,10.455,5.0,63.7,8.7,27.7,29.3,85.1,5.05
A20904_4436,52.26,11.09,5.5,37.8,22.7,39.5,32.8,73.2,8.8
A20882_4320,52.205,10.8,5.0,22.7,29.6,47.7,26.9,67.7,5.72
A20934_4229,52.335,10.5725,6.5,41.6,23.2,35.2,29.8,59.5,6.14
A20912_4311,52.28,10.7775,5.0,41.2,23.8,35.1,30.5,74.8,8.31
A20904_4438,52.26,11.095,5.0,38.4,20.8,40.8,32.5,86.8,8.23
A20908_4420,52.27,11.05,4.9,39.3,19.3,41.4,32.2,86.1,7.35
A20894_4448,52.235,11.12,5.7,41.9,24.3,33.8,33.1,65.7,7.12
A20939_4078,52.3475,10.195,6.0,52.2,20.2,27.6,27.2,75.6,5.48
A20828_4082,52.07,10.205,5.5,16.2,28.0,55.7,28.0,71.6,5.84
A20915_4323,52.2875,10.8075,4.9,51.2,20.1,28.7,30.0,65.7,7.02
A20912_4322,52.28,10.805,4.9,50.8,18.6,30.6,30.6,84.0,8.24
A21025_4078,52.5625,10.195,5.7,70.3,12.8,17.0,30.2,67.5,5.32
A20914_4325,52.285,10.8125,4.8,50.6,19.1,30.3,29.8,82.3,7.66
A20933_4281,52.3325,10.7025,5.0,53.1,16.3,30.6,29.9,81.4,6.84
A21095_4190,52.7375,10.475,5.0,61.3,10.4,28.3,28.1,84.0,4.8
A20916_4318,52.29,10.795,5.0,48.4,22.2,29.4,30.6,72.6,7.14
A20951_4328,52.3775,10.82,5.0,46.6,16.0,37.3,30.3,71.0,6.79
A21004_4278,52.51,10.695,4.6,65.2,10.1,24.7,27.3,66.9,6.07
A20913_4312,52.2825,10.78,5.1,41.6,23.5,34.8,30.0,77.1,8.44
A20906_4162,52.265,10.405,6.3,34.2,23.6,42.2,30.1,51.8,5.74
A20914_4308,52.285,10.77,5.2,39.1,20.9,40.1,31.5,81.8,7.12
A20889_4221,52.2225,10.5525,5.3,36.4,25.3,38.3,29.0,77.5,8.62
A21014_4190,52.535,10.475,5.0,62.4,16.1,21.5,25.9,67.2,5.91
A20912_4305,52.28,10.7625,5.4,39.1,20.9,40.0,31.7,86.3,6.76
A21049_4044,52.6225,10.11,5.3,70.4,13.3,16.2,27.8,91.6,5.8
A20914_4156,52.285,10.39,5.7,39.4,18.3,42.3,30.9,60.4,6.11
A20909_4179,52.2725,10.4475,6.4,44.1,21.4,34.5,31.5,52.0,7.73
A20905_4188,52.2625,10.47,6.1,42.8,23.6,33.6,31.6,51.4,7.22
A20921_4222,52.3025,10.555,5.0,47.4,20.5,32.1,31.2,84.2,7.21
A21050_4059,52.625,10.1475,5.0,66.9,11.0,22.1,29.1,87.0,5.72
A20910_4186,52.275,10.465,5.3,41.5,20.2,38.3,31.6,79.7,6.75
A20843_4163,52.1075,10.4075,6.1,20.0,30.0,50.0,31.5,56.4,5.42
A20901_4176,52.2525,10.44,5.4,36.0,23.6,40.4,31.8,81.0,6.45
A20843_4150,52.1075,10.375,6.2,19.3,26.6,54.1,28.6,63.5,5.74
A20880_4313,52.2,10.7825,5.3,19.8,30.1,50.1,27.6,72.5,6.11
A20884_4306,52.21,10.765,5.3,22.5,27.7,49.7,28.6,78.7,5.86
A20878_4315,52.195,10.7875,5.1,20.4,27.8,51.8,28.0,69.8,5.47
A20881_4304,52.2025,10.76,5.3,25.0,27.1,47.9,28.5,78.6,6.66
A21065_4122,52.6625,10.305,6.0,59.5,11.4,29.0,25.8,53.5,5.71
A20929_4249,52.3225,10.6225,6.5,46.6,19.1,34.2,31.9,59.0,6.68
A20851_4225,52.1275,10.5625,6.5,31.8,28.2,40.1,29.7,59.8,8.22
A20847_4160,52.1175,10.4,6.3,21.2,26.7,52.1,31.0,67.0,5.8
A20823_4204,52.0575,10.51,5.3,24.3,29.1,46.7,29.4,74.2,7.8
A20834_4348,52.085,10.87,5.6,29.6,19.3,51.1,32.2,85.8,7.47
A20844_4120,52.11,10.3,5.2,20.0,31.4,48.6,26.8,72.3,5.73
A20826_4154,52.065,10.385,5.2,21.3,30.8,47.9,27.2,72.3,5.84
A20827_4154,52.0675,10.385,5.3,21.5,29.8,48.7,26.6,77.0,6.07
A20828_4153,52.07,10.3825,5.2,24.6,26.6,48.8,27.7,72.4,5.95
A20931_4280,52.3275,10.7,5.1,52.2,19.3,28.5,30.3,83.0,6.72
A20844_4177,52.11,10.4425,6.6,23.9,29.7,46.4,31.4,53.5,6.52
A20937_4280,52.3425,10.7,5.3,53.5,15.7,30.9,30.6,75.6,7.88
A20932_4233,52.33,10.5825,5.2,39.7,20.7,39.6,29.7,79.6,6.25
A20945_4268,52.3625,10.67,5.2,50.7,17.0,32.2,30.3,76.7,6.61
A20904_4183,52.26,10.4575,5.9,41.5,22.1,36.4,31.6,63.9,6.27
A20829_4144,52.0725,10.36,5.1,21.3,30.6,48.2,26.9,66.4,5.92
A20991_4365,52.4775,10.9125,5.9,59.9,14.4,25.7,28.7,70.3,7.13
A20908_4294,52.27,10.735,5.9,42.2,22.9,34.9,31.5,62.9,7.89
A20955_4207,52.3875,10.5175,6.1,59.5,14.8,25.7,27.5,48.9,6.42
A20922_4247,52.305,10.6175,6.4,47.9,16.7,35.4,31.9,70.9,7.47
A20965_4264,52.4125,10.66,6.2,59.9,15.8,24.2,28.2,57.5,6.01
A20984_4371,52.46,10.9275,6.2,58.6,13.9,27.5,31.5,63.8,7.42
A20912_4241,52.28,10.6025,6.3,41.8,20.5,37.7,29.2,51.8,6.3
A20879_4305,52.1975,10.7625,5.2,19.8,27.8,52.4,27.2,80.6,5.96
A20881_4303,52.2025,10.7575,5.2,24.6,29.4,46.0,29.1,71.6,7.18
A20929_4178,52.3225,10.445,5.9,51.9,20.3,27.8,30.5,61.2,6.98
A20936_4077,52.34,10.1925,5.7,54.1,15.9,30.1,26.1,52.9,5.97
A20937_4286,52.3425,10.715,4.9,50.1,17.6,32.3,30.2,75.8,6.86
A20827_4155,52.0675,10.3875,5.3,21.1,29.7,49.3,26.7,78.5,5.94
A20837_4137,52.0925,10.3425,5.1,24.2,34.3,41.4,27.0,89.6,5.59
A20919_4246,52.2975,10.615,6.3,41.7,22.6,35.7,27.9,65.0,8.53
A20913_4313,52.2825,10.7825,5.6,44.0,23.2,32.8,29.7,57.5,7.88
A20837_4051,52.0925,10.1275,5.2,17.8,22.8,59.4,28.9,73.6,5.11
A20910_4184,52.275,10.46,5.3,44.3,20.2,35.4,31.3,73.9,6.99
A21086_4189,52.715,10.4725,5.0,56.9,11.0,32.1,29.1,79.8,5.08
A21086_4188,52.715,10.47,5.1,57.0,10.7,32.3,30.0,84.6,4.94
A21087_4189,52.7175,10.4725,5.0,60.2,10.2,29.6,29.2,81.8,5.03
A21086_4193,52.715,10.4825,5.0,56.3,9.6,34.2,29.1,72.6,5.11
A20932_4167,52.33,10.4175,5.7,53.5,19.0,27.5,30.5,66.0,5.64
A20981_4237,52.4525,10.5925,6.0,61.7,16.5,21.8,28.1,61.8,6.41
A21002_4281,52.505,10.7025,4.6,65.3,11.9,22.8,27.2,68.6,6.2
A20981_4325,52.4525,10.8125,5.1,64.4,13.6,22.1,27.5,77.2,7.96
A21003_4280,52.5075,10.7,4.6,65.5,10.5,24.0,27.7,69.7,5.92
A20903_4238,52.2575,10.595,5.2,43.5,23.7,32.8,31.4,81.6,6.56
A21031_4264,52.5775,10.66,5.1,60.5,11.6,28.0,24.8,64.4,6.21
A20886_4204,52.215,10.51,6.2,34.6,26.6,38.8,31.7,58.3,9.0
A20892_4316,52.23,10.79,4.9,27.6,28.5,43.8,25.7,70.7,5.93
A20928_4167,52.32,10.4175,5.8,46.2,17.5,36.3,30.5,60.2,6.18
A20893_4320,52.2325,10.8,4.9,29.7,28.7,41.6,28.0,70.0,6.61
A20918_4232,52.295,10.58,5.5,43.2,20.7,36.0,29.9,66.6,7.02
A20869_4343,52.1725,10.8575,5.1,19.8,34.6,45.6,27.6,68.6,5.59
A20869_4342,52.1725,10.855,5.5,22.2,27.2,50.6,27.9,61.1,5.44
A20910_4165,52.275,10.4125,6.3,36.2,25.5,38.3,31.0,50.3,6.67
A21140_4262,52.85,10.655,5.4,55.2,12.9,31.9,26.9,92.3,5.54
A20957_4209,52.3925,10.5225,5.2,58.4,17.3,24.3,27.9,77.9,6.26
A20961_4187,52.4025,10.4675,4.8,60.9,14.8,24.3,27.3,67.8,5.87
A20838_4053,52.095,10.1325,5.2,16.2,22.9,60.9,29.3,61.9,5.66
A20990_4092,52.475,10.23,6.1,67.1,12.9,20.0,25.8,77.3,6.18
A20967_4181,52.4175,10.4525,4.9,59.3,14.8,25.8,26.1,69.6,5.11
A21125_4104,52.8125,10.26,4.8,45.1,22.6,32.3,24.7,106.8,5.49
A20840_4142,52.1,10.355,5.2,22.3,29.2,48.5,29.2,73.5,5.89
A20965_4173,52.4125,10.4325,5.1,57.0,16.8,26.2,27.0,80.8,6.02
A20917_4134,52.2925,10.335,5.1,41.6,19.0,39.3,31.3,68.0,6.39
A20983_4141,52.4575,10.3525,5.6,64.6,18.0,17.5,28.3,69.3,5.98
A20877_4345,52.1925,10.8625,6.4,18.9,22.3,58.8,27.1,53.3,6.02
A21087_4193,52.7175,10.4825,4.9,59.6,10.7,29.7,28.8,74.2,5.19
A20960_4207,52.4,10.5175,4.9,56.6,19.9,23.6,28.9,76.7,6.07
A20960_4208,52.4,10.52,4.9,58.2,19.1,22.8,28.6,75.0,6.08
A20980_4327,52.45,10.8175,4.9,62.6,13.3,24.0,30.6,77.9,6.86
A20855_4255,52.1375,10.6375,5.4,29.4,24.9,45.6,28.8,95.5,6.48
A20855_4207,52.1375,10.5175,5.3,21.9,31.9,46.1,30.5,68.0,6.9
A21006_4280,52.515,10.7,4.8,60.2,12.6,27.3,27.7,79.8,6.07
A21006_4282,52.515,10.705,4.6,59.4,12.0,28.6,27.3,80.4,6.16
A20930_4168,52.325,10.42,5.7,53.3,17.4,29.4,30.7,56.7,5.7
A20963_4226,52.4075,10.565,6.1,55.9,15.5,28.5,29.2,46.6,7.31
A21018_4228,52.545,10.57,5.8,63.6,14.0,22.5,27.0,73.9,6.73
A20957_4207,52.3925,10.5175,5.2,58.0,17.8,24.1,28.0,82.8,6.36
A20997_4226,52.4925,10.565,5.0,62.8,12.6,24.5,27.0,91.9,6.0
A20988_4173,52.47,10.4325,5.0,61.8,12.6,25.6,29.7,64.5,5.46
A20896_4303,52.24,10.7575,5.2,28.6,32.9,38.4,26.8,79.3,6.51
A21020_4196,52.55,10.49,4.9,61.8,14.7,23.6,27.9,65.8,5.2
A21050_4057,52.625,10.1425,5.0,66.8,13.8,19.4,29.1,88.4,5.82
A21036_4064,52.59,10.16,4.9,77.7,10.7,11.6,24.9,79.9,5.32
A20923_4228,52.3075,10.57,5.0,40.2,27.3,32.5,32.9,69.2,6.58
A20949_4330,52.3725,10.825,4.9,49.3,19.7,31.0,29.9,81.3,6.23
A20851_4205,52.1275,10.5125,5.4,21.3,29.5,49.2,29.2,75.0,6.16
A20847_4058,52.1175,10.145,5.2,17.0,27.4,55.6,29.1,82.6,6.02
A20888_4416,52.22,11.04,6.3,34.3,21.2,44.4,29.7,53.1,6.83
A20851_4203,52.1275,10.5075,5.4,21.6,30.3,48.1,29.7,73.6,6.18
A20903_4185,52.2575,10.4625,6.2,40.4,23.2,36.4,32.0,58.2,6.4
A20921_4235,52.3025,10.5875,5.7,43.6,24.2,32.3,30.1,64.9,6.84
A20921_4233,52.3025,10.5825,5.2,43.4,23.9,32.7,30.5,68.2,7.92
A20921_4232,52.3025,10.58,5.2,43.4,23.9,32.7,30.5,68.2,7.92
A20920_4235,52.3,10.5875,5.5,42.5,25.6,31.9,29.0,67.3,6.81
A20913_4184,52.2825,10.46,6.0,45.5,21.1,33.4,29.5,57.3,5.93
A20839_4135,52.0975,10.3375,5.3,23.5,32.6,43.9,27.8,73.5,6.3
A20913_4314,52.2825,10.785,5.6,44.0,23.2,32.8,29.7,57.5,7.88
A20910_4308,52.275,10.77,6.6,44.6,21.2,34.2,29.6,57.1,8.27
A20915_4134,52.2875,10.335,5.2,35.7,18.6,45.6,31.4,70.5,6.38
A20845_4215,52.1125,10.5375,5.3,27.8,26.8,45.4,29.6,65.4,7.4
A20829_4080,52.0725,10.2,5.5,17.0,27.0,56.0,25.9,56.6,5.21
A20821_4070,52.0525,10.175,5.1,23.1,30.8,46.1,27.7,62.2,5.92
A20949_4308,52.3725,10.77,5.1,49.8,17.4,32.8,29.8,66.9,7.0
A20835_4083,52.0875,10.2075,5.7,24.4,25.0,50.7,28.2,56.8,6.57
A20916_4134,52.29,10.335,5.1,41.3,17.2,41.5,31.2,69.3,6.43
A20838_4065,52.095,10.1625,6.2,15.8,23.0,61.2,27.6,58.1,5.42
A20921_4139,52.3025,10.3475,5.2,36.7,23.2,40.0,30.6,76.1,6.11
A20920_4144,52.3,10.36,5.1,36.8,21.5,41.7,29.5,77.1,5.85
A20882_4305,52.205,10.7625,5.2,25.1,28.2,46.7,30.0,73.9,6.73
A20917_4234,52.2925,10.585,5.8,41.8,19.3,38.8,29.9,58.6,6.51
A20913_4205,52.2825,10.5125,5.3,40.0,28.2,31.7,27.9,83.1,7.78
A20931_4262,52.3275,10.655,5.8,46.4,20.2,33.4,31.1,62.6,7.59
A20836_4084,52.09,10.21,6.0,21.2,25.7,53.0,26.1,47.9,5.77
A20930_4165,52.325,10.4125,6.1,50.1,19.7,30.2,30.6,68.1,6.13
A20913_4187,52.2825,10.4675,5.9,46.2,19.8,34.0,31.5,58.6,5.18
A20869_4180,52.1725,10.45,5.3,27.4,26.3,46.3,29.1,75.8,6.66
A20868_4179,52.17,10.4475,5.3,24.9,28.1,47.0,28.4,74.4,6.9
A20869_4178,52.1725,10.445,5.6,21.8,27.0,51.2,30.1,68.4,5.88
A20868_4178,52.17,10.445,5.3,22.0,29.1,48.9,28.9,70.5,6.54
A20869_4179,52.1725,10.4475,5.4,24.0,27.6,48.4,30.5,69.4,6.49
A20870_4179,52.175,10.4475,5.3,25.3,27.2,47.4,29.8,70.2,6.26
A20868_4180,52.17,10.45,5.3,24.9,28.1,47.0,28.4,74.4,6.9
A20989_4095,52.4725,10.2375,6.1,68.7,13.2,18.1,26.4,65.6,7.15
A20901_4177,52.2525,10.4425,5.3,36.4,22.2,41.4,30.6,70.5,6.6
A20911_4181,52.2775,10.4525,5.6,43.6,20.7,35.7,30.8,70.1,6.77
A20825_4205,52.0625,10.5125,5.2,24.0,30.0,46.0,30.1,70.9,8.01
A20910_4175,52.275,10.4375,5.6,43.4,21.3,35.3,31.1,65.8,8.13
A20841_4138,52.1025,10.345,5.3,22.6,31.3,46.1,28.8,63.2,5.47
A20991_4057,52.4775,10.1425,5.2,56.7,18.7,24.6,26.4,67.9,6.23
A21030_4136,52.575,10.34,5.4,69.2,11.4,19.4,27.9,89.6,6.09
A21029_4100,52.5725,10.25,5.3,66.9,14.2,18.9,26.9,72.1,5.37
A20906_4187,52.265,10.4675,6.3,46.0,19.9,34.0,30.7,57.4,6.08
A20833_4351,52.0825,10.8775,6.6,31.2,19.5,49.4,30.8,70.3,6.47
A20986_4192,52.465,10.48,4.8,63.2,15.2,21.7,27.1,67.9,5.65
A20990_4192,52.475,10.48,5.0,60.2,15.4,24.4,27.8,75.4,5.71
A20903_4417,52.2575,11.0425,4.9,30.4,19.8,49.8,32.5,74.2,6.57
A20903_4416,52.2575,11.04,4.9,30.4,19.8,49.8,32.5,74.2,6.57
A20990_4138,52.475,10.345,5.7,66.6,15.2,18.2,25.7,68.4,5.13
A20932_4286,52.33,10.715,5.0,53.4,16.0,30.6,28.1,67.7,6.56
A21024_4085,52.56,10.2125,5.3,67.1,14.8,18.1,27.5,88.3,5.72
A20977_4319,52.4425,10.7975,5.6,64.3,12.3,23.4,28.4,68.4,6.46
A20908_4238,52.27,10.595,5.1,38.0,25.9,36.1,32.3,70.8,6.88
A21010_4376,52.525,10.94,4.8,57.8,14.4,27.8,29.2,84.3,6.99
A21013_4375,52.5325,10.9375,5.0,58.4,16.9,24.8,28.8,86.1,8.66
A21083_4144,52.7075,10.36,5.2,59.9,12.3,27.8,28.7,85.9,4.67
A20968_4131,52.42,10.3275,5.3,57.9,12.6,29.6,30.2,74.1,5.55
A20915_4324,52.2875,10.81,4.8,51.0,19.7,29.3,29.5,74.7,7.15
A20877_4389,52.1925,10.9725,6.3,37.4,20.8,41.9,29.3,58.1,7.29
A20836_4179,52.09,10.4475,6.6,28.9,27.7,43.4,30.8,56.8,6.84
A21008_4055,52.52,10.1375,5.9,67.2,14.1,18.7,26.4,53.3,5.18
A20923_4275,52.3075,10.6875,5.3,47.6,20.2,32.3,31.6,73.2,7.62
A20918_4220,52.295,10.55,5.3,45.8,20.6,33.6,31.5,80.3,7.94
A20916_4338,52.29,10.845,5.8,47.4,20.9,31.7,28.9,62.4,7.51
A20908_4361,52.27,10.9025,4.9,37.5,20.0,42.5,29.6,77.1,7.06
A20908_4359,52.27,10.8975,5.0,40.6,23.8,35.5,30.6,69.5,7.29
A20908_4290,52.27,10.725,5.6,38.8,23.6,37.6,30.7,79.8,9.06
A20918_4256,52.295,10.64,5.3,44.1,22.2,33.7,31.3,79.4,8.3
A20978_4162,52.445,10.405,5.1,63.8,11.0,25.2,26.3,68.8,5.71
A21029_4270,52.5725,10.675,5.0,57.1,13.0,29.9,25.3,57.6,6.27
A20847_4152,52.1175,10.38,5.8,20.2,28.5,51.3,30.0,59.7,6.84
A20884_4136,52.21,10.34,5.6,14.4,24.4,61.2,29.9,69.4,5.6
A21072_4215,52.68,10.5375,5.9,61.4,11.0,27.6,28.8,73.5,7.53
A21073_4049,52.6825,10.1225,5.0,62.9,15.7,21.5,25.5,89.6,4.76
A20837_4143,52.0925,10.3575,5.1,22.6,29.3,48.2,27.2,82.1,5.41
A20843_4149,52.1075,10.3725,5.8,17.9,28.0,54.1,27.9,61.8,5.3
A20837_4144,52.0925,10.36,5.1,22.6,29.3,48.2,27.2,82.1,5.41
A20842_4162,52.105,10.405,5.1,19.5,29.6,50.8,31.1,69.4,5.71
A21045_4056,52.6125,10.14,4.9,69.2,11.9,18.9,26.6,97.6,5.37
A20919_4285,52.2975,10.7125,5.8,46.5,22.6,30.8,31.7,61.1,8.02
A20916_4322,52.29,10.805,4.9,51.5,19.4,29.1,30.0,72.6,7.2
A21121_4040,52.8025,10.1,5.4,56.3,12.3,31.4,27.9,70.0,5.67
A20977_4213,52.4425,10.5325,5.1,62.6,15.3,22.1,28.0,64.9,6.17
A20842_4155,52.105,10.3875,5.5,18.2,25.7,56.2,30.5,74.4,6.42
A21063_4382,52.6575,10.955,4.7,56.5,11.5,32.0,28.9,78.2,6.66
A20877_4197,52.1925,10.4925,5.4,29.4,27.6,43.0,30.8,76.8,6.83
A20877_4198,52.1925,10.495,6.5,29.8,28.1,42.1,30.3,54.0,7.05
A20988_4206,52.47,10.515,5.4,66.8,12.8,20.4,26.9,67.0,6.22
A21056_4230,52.64,10.575,5.2,68.7,12.1,19.2,26.5,81.7,6.7
A20912_4171,52.28,10.4275,6.5,38.1,21.0,40.8,31.8,56.8,6.03
A20923_4234,52.3075,10.585,5.0,40.7,25.3,34.0,30.7,71.3,6.95
A20906_4178,52.265,10.445,6.2,34.5,23.5,42.0,30.3,59.2,7.4
A20897_4285,52.2425,10.7125,5.9,34.3,24.5,41.2,30.5,52.5,6.05
A21034_4059,52.585,10.1475,5.8,67.7,14.5,17.8,26.2,69.7,6.03
A21034_4055,52.585,10.1375,5.7,68.8,14.3,16.9,25.8,62.8,6.03
A20889_4283,52.2225,10.7075,6.6,27.5,29.4,43.1,29.1,44.8,5.41
A20861_4249,52.1525,10.6225,6.7,29.6,24.2,46.2,30.4,52.0,7.13
A20884_4308,52.21,10.77,5.2,22.9,27.9,49.1,29.0,77.8,6.52
A20929_4175,52.3225,10.4375,6.1,51.6,21.4,27.1,29.3,61.6,6.71
A20879_4300,52.1975,10.75,5.3,21.0,29.5,49.5,28.0,89.5,6.52
A21045_4058,52.6125,10.145,4.9,67.7,12.6,19.7,26.5,87.4,5.42
A20912_4234,52.28,10.585,5.7,38.5,24.4,37.1,29.4,58.4,6.57
A20912_4237,52.28,10.5925,5.7,39.5,23.4,37.2,29.3,54.1,7.03
A20846_4128,52.115,10.32,5.4,19.0,30.1,51.0,28.2,72.8,5.84
A20832_4203,52.08,10.5075,5.5,23.4,30.5,46.1,29.9,58.3,5.96
A20847_4123,52.1175,10.3075,5.3,19.6,31.0,49.4,28.4,69.4,5.95
A20899_4184,52.2475,10.46,6.2,38.0,23.1,38.9,30.6,55.3,5.86
A20832_4202,52.08,10.505,6.0,23.2,29.7,47.1,29.3,53.2,5.65
A20847_4121,52.1175,10.3025,5.2,19.6,31.6,48.9,27.9,68.3,5.95
A20846_4124,52.115,10.31,5.3,20.1,32.6,47.3,27.6,72.0,5.99
A20845_4135,52.1125,10.3375,5.4,21.7,30.1,48.2,28.4,81.6,5.81
A20906_4190,52.265,10.475,6.4,45.5,21.1,33.4,29.8,50.2,6.18
A20904_4192,52.26,10.48,6.4,40.2,25.8,33.9,30.5,57.5,7.06
A20880_4330,52.2,10.825,5.1,21.0,26.6,52.5,28.0,74.4,5.89
A20880_4331,52.2,10.8275,5.1,21.0,26.6,52.5,28.0,74.4,5.89
A20851_4061,52.1275,10.1525,5.8,20.3,28.5,51.2,29.8,53.2,5.26
A20846_4125,52.115,10.3125,5.3,20.1,32.6,47.3,27.6,72.0,5.99
A20919_4134,52.2975,10.335,5.3,28.6,23.3,48.1,30.7,77.8,6.51
A20974_4331,52.435,10.8275,5.9,62.6,14.1,23.3,29.8,70.2,7.25
A20928_4367,52.32,10.9175,5.4,37.3,23.6,39.1,33.0,84.6,6.65
A20927_4371,52.3175,10.9275,5.1,38.8,24.1,37.1,31.5,83.2,7.18
A21006_4092,52.515,10.23,6.2,64.4,14.5,21.1,27.3,65.8,5.66
A20938_4346,52.345,10.865,6.5,46.2,23.3,30.5,33.0,52.3,8.13
A21035_4341,52.5875,10.8525,4.7,59.5,13.0,27.5,28.4,74.3,6.33
A21034_4339,52.585,10.8475,4.8,60.1,12.1,27.9,28.4,74.6,5.81
A20929_4349,52.3225,10.8725,6.3,49.0,20.0,30.9,29.3,59.5,7.28
A20938_4349,52.345,10.8725,5.7,42.8,21.8,35.4,32.0,69.2,7.84
A21035_4335,52.5875,10.8375,4.8,60.9,12.2,26.9,27.8,83.2,6.13
A20829_4211,52.0725,10.5275,5.3,22.3,31.1,46.6,30.8,70.6,7.16
A20949_4271,52.3725,10.6775,6.4,52.9,14.8,32.3,29.0,56.3,6.98
A20936_4353,52.34,10.8825,5.0,40.2,19.7,40.1,32.0,80.2,7.01
A20903_4240,52.2575,10.6,5.1,45.1,22.2,32.7,30.5,85.8,6.35
A20841_4165,52.1025,10.4125,6.1,20.8,31.0,48.2,31.9,54.4,5.48
A20843_4162,52.1075,10.405,6.0,19.0,28.3,52.6,30.7,58.4,5.7
A20842_4164,52.105,10.41,5.2,20.7,29.8,49.5,30.7,77.4,6.1
A20854_4207,52.135,10.5175,5.3,19.8,30.3,49.8,30.0,67.8,6.86
A20914_4187,52.285,10.4675,6.5,45.1,20.1,34.8,29.8,51.2,5.52
A20841_4052,52.1025,10.13,5.6,18.3,23.6,58.1,30.3,58.8,6.21
A20829_4143,52.0725,10.3575,5.3,21.1,30.9,48.0,27.0,73.2,6.23
