id,titel,wald,ort,abstand_km
W1551,Wald bei Belfort,,Belfort,2.9
W1552,Wald bei Kolonie Winkel,,Kolonie Winkel,1.9
W1553,Wald bei Köckte,,Köckte,0.8
W1554,Wald bei Köckte,,Köckte,1.3
W0523,Wald bei Papenhorst,,Papenhorst,0.8
W1555,Wald bei Wathlingen,,Wathlingen,1.1
W1556,Wald bei Eicklingen,,Eicklingen,0.8
W0524,Wald bei Paulmannshavekost,,Paulmannshavekost,1.2
W0525,Wald bei Paulmannshavekost,,Paulmannshavekost,0.9
W0526,Wald bei Fernhavekost,,Fernhavekost,1.2
W0527,Wald bei Hohnebostel,,Hohnebostel,1.2
W0547,Wald bei Nienhof,,Nienhof,1.1
W1557,Wald bei Flettmar Bahnhof,,Flettmar Bahnhof,1.5
W0548,Wald bei Hahnenhorn,,Hahnenhorn,0.6
W0549,Wald bei Hahnenhorn,,Hahnenhorn,1.5
W0528,Wald bei Langenklint,,Langenklint,1.6
W0529,Wald bei Ringelah,,Ringelah,2.4
W0530,Wald bei Kästorf,,Kästorf,1.5
W0531,Wald bei Kästorf,,Kästorf,1.4
W0532,Wald bei Neudorf-Platendorf,,Neudorf-Platendorf,2.0
W0533,Wald bei Neudorf-Platendorf,,Neudorf-Platendorf,0.1
W0534,Wald bei Neudorf-Platendorf,,Neudorf-Platendorf,2.0
W0535,Wald bei Stüde,,Stüde,2.3
W0536,Wald bei Grußendorf,,Grußendorf,1.5
W0537,Wald bei Grußendorf,,Grußendorf,1.8
W0538,Wald bei Barwedel,,Barwedel,2.4
W0539,Wald bei Barwedel,,Barwedel,1.5
W0540,Wald bei Tiddische,,Tiddische,2.2
W0562,Wald bei Bergfeld,,Bergfeld,1.3
W0563,Wald bei Holzmühle,,Holzmühle,1.2
W0564,Wald bei Croya,,Croya,0.9
W0541,Wald bei Croya,,Croya,2.0
W0542,Wald bei Kaiserwinkel,,Kaiserwinkel,1.0
W1558,Wald bei Jahrstedt,,Jahrstedt,1.7
W1559,Wald bei Kolonie I,,Kolonie I,0.7
W1560,Wald bei Belfort,,Belfort,1.7
W0543,Wald bei Röwitz,,Röwitz,2.7
W0544,Wald bei Köckte,,Köckte,2.2
W0567,Wald bei Wenze,,Wenze,1.1
W1561,Wald bei Wenze,,Wenze,2.4
W1562,Wald bei Nienhagen,,Nienhagen,1.0
W0568,Wald bei Bockelskamp,,Bockelskamp,0.9
W0569,Wald bei Wienhausen,,Wienhausen,0.8
W0570,Wald bei Offensen,,Offensen,1.0
W1563,Wald bei Offensen,,Offensen,1.7
W0571,Wald bei Nordburg,,Nordburg,0.6
W0572,Wald bei Neuhaus,,Neuhaus,1.6
W0573,Wald bei Neuhaus,,Neuhaus,2.1
W0574,Wald bei Hohne,,Hohne,1.8
W0575,Wald bei Hohne,,Hohne,2.2
W0576,Wald bei Ummern,,Ummern,2.1
W0577,Wald bei Ummern,,Ummern,2.5
W0578,Wald bei Hammerstein-Siedlung,,Hammerstein-Siedlung,2.1
W0579,Wald bei Hammerstein-Siedlung,,Hammerstein-Siedlung,2.1
W0580,Wald bei Wesendorf,,Wesendorf,2.3
W0581,Wald bei Westerholz,,Westerholz,3.0
W0582,Wald bei Charlottenhof,,Charlottenhof,3.6
W0583,Wald bei Charlottenhof,,Charlottenhof,1.7
W0584,Wald bei Charlottenhof,,Charlottenhof,0.9
W0585,Wald bei Stüde,,Stüde,2.2
W0586,Wald bei Zollhaussiedlung,,Zollhaussiedlung,2.0
W0587,Wald bei Lessien,,Lessien,0.5
W0588,Wald bei Ehra,,Ehra,0.7
W0589,Wald bei Ehra,,Ehra,1.4
W0590,Wald bei Holzmühle,,Holzmühle,1.7
W0591,Wald bei Tülau,,Tülau,0.7
W0592,Wald bei Tülau,,Tülau,1.4
W0593,Wald bei Zicherie,,Zicherie,0.7
W1564,Wald bei Böckwitz,,Böckwitz,0.7
W1565,Wald bei Jahrstedt,,Jahrstedt,0.4
W1566,Wald bei Kolonie 2,,Kolonie 2,0.5
W1567,Wald bei Kunrau,,Kunrau,0.8
W0594,Wald bei Neuferchau,,Neuferchau,0.7
W1568,Wald bei Röwitz,,Röwitz,1.1
W0595,Wald bei Wenze,,Wenze,0.9
W1569,Wald bei Wenze,,Wenze,1.1
W1570,Wald bei Klein Ottenhaus,,Klein Ottenhaus,0.8
W0596,Wald bei Bockelskamp,,Bockelskamp,1.4
W0597,Wald bei Oppershausen,,Oppershausen,1.2
W0598,Wald bei Oppershausen,,Oppershausen,0.9
W0599,Wald bei Schwachhausen,,Schwachhausen,1.3
W0600,Wald bei Nordburg,,Nordburg,1.5
W0601,Wald bei Helmerkamp,,Helmerkamp,1.3
W0602,Wald bei Helmerkamp,,Helmerkamp,0.7
W1571,Wald bei Hohne,,Hohne,1.7
W1572,Wald bei Hohne,,Hohne,0.8
W1573,Wald bei Ummern,,Ummern,1.9
W0603,Wald bei Ummern,,Ummern,1.4
W0604,Wald bei Hammerstein-Siedlung,,Hammerstein-Siedlung,1.0
W0605,Wald bei Hammerstein-Siedlung,,Hammerstein-Siedlung,1.0
W0606,Wald bei Wesendorf,,Wesendorf,0.6
W0607,Wald bei Westerholz,,Westerholz,1.2
W1574,Wald bei Westerholz,,Westerholz,2.6
W0608,Wald bei Charlottenhof,,Charlottenhof,2.0
W0609,Wald bei Charlottenhof,,Charlottenhof,1.3
W0610,Wald bei Weißes Moor,,Weißes Moor,1.1
W0611,Wald bei Weißes Moor,,Weißes Moor,2.6
W0612,Wald bei Lessien,,Lessien,2.2
W0613,Wald bei Ehra,,Ehra,2.4
W0614,Wald bei Waldsiedlung,,Waldsiedlung,2.6
W0615,Wald bei Voitze,,Voitze,2.5
W0616,Wald bei Voitze,,Voitze,0.5
W1742,Wald bei Tülau,,Tülau,0.7
W1743,Wald bei Zicherie,,Zicherie,2.0
W0617,Wald bei Steimke,,Steimke,0.7
W1744,Wald bei Steimke,,Steimke,0.8
W0618,Wald bei Rappin,,Rappin,0.1
W0619,Wald bei Schwarzendamm,,Schwarzendamm,1.2
W1745,Wald bei Neuferchau,,Neuferchau,0.7
W1746,Wald bei Kusey,,Kusey,0.4
W0620,Wald bei Kusey,,Kusey,2.7
W1747,Wald bei Wenze,,Wenze,2.2
W1748,Wald bei Altencelle,,Altencelle,0.1
W1749,Wald bei Osterloh,,Osterloh,0.5
W1750,Wald bei Osterloh,,Osterloh,2.3
W1751,Wald bei Oppershausen,,Oppershausen,1.3
W1752,Wald bei Oppershausen,,Oppershausen,2.3
W1753,Wald bei Ahnsbeck,,Ahnsbeck,2.0
W1754,Wald bei Ahnsbeck,,Ahnsbeck,1.3
W1755,Wald bei Helmerkamp,,Helmerkamp,0.9
W1756,Wald bei Helmerkamp,,Helmerkamp,1.9
W1757,Wald bei Spechtshorn,,Spechtshorn,0.2
W1758,Wald bei Ummern,,Ummern,1.8
W1759,Wald bei Ummern,,Ummern,1.0
W1760,Wald bei Pollhöfen,,Pollhöfen,0.9
W1761,Wald bei Hammerstein-Siedlung,,Hammerstein-Siedlung,1.1
W1762,Wald bei Wesendorf,,Wesendorf,0.8
W1763,Wald bei Westerholz,,Westerholz,0.3
W1764,Wald bei Wahrenholz,,Wahrenholz,1.7
W1765,Wald bei Wahrenholz,,Wahrenholz,1.8
W1599,Wald bei Charlottenhof,,Charlottenhof,2.3
W1600,Wald bei Weißes Moor,,Weißes Moor,0.5
W1601,Wald bei Weißes Moor,,Weißes Moor,1.5
W1610,Wald bei Weißes Moor,,Weißes Moor,3.5
W1602,Wald bei Lessien,,Lessien,3.3
W1603,Wald bei Waldsiedlung,,Waldsiedlung,2.0
W1611,Wald bei Waldsiedlung,,Waldsiedlung,1.8
W1604,Wald bei Voitze,,Voitze,1.7
W1605,Wald bei Voitze,,Voitze,1.0
W1766,Wald bei Altendorf,,Altendorf,1.1
W1767,Wald bei Brome,,Brome,0.4
W1608,Wald bei Steimke,,Steimke,1.3
W1768,Wald bei Rappin,,Rappin,1.4
W1769,Wald bei Altferchau,,Altferchau,0.4
W1770,Wald bei Moor,,Moor,1.2
W1612,Wald bei Kusey,,Kusey,2.0
W1613,Wald bei Kusey,,Kusey,2.5
W1614,Wald bei Kusey,,Kusey,4.0
W0621,Wald bei Altencelle,,Altencelle,1.3
W0622,Wald bei Osterloh,,Osterloh,1.9
W0623,Wald bei Oppershausen,,Oppershausen,2.6
W0624,Wald bei Lachendorf,,Lachendorf,2.4
W0625,Wald bei Lachendorf,,Lachendorf,1.5
W0626,Wald bei Ahnsbeck,,Ahnsbeck,0.6
W0627,Wald bei Ahnsbeck,,Ahnsbeck,1.4
W1615,Wald bei Bunkenburg,,Bunkenburg,2.0
W0628,Wald bei Spechtshorn,,Spechtshorn,1.6
W0629,Wald bei Spechtshorn,,Spechtshorn,1.4
W0630,Wald bei Ummern,,Ummern,2.0
W1616,Wald bei Texas,,Texas,1.9
W0631,Wald bei Wichelnförth,,Wichelnförth,0.0
W0632,Wald bei Teichgut (Sandschellenberg),,Teichgut (Sandschellenberg),1.5
W0633,Wald bei Hasenberg,,Hasenberg,0.4
W1617,Wald bei Weißenberge,,Weißenberge,0.6
W0634,Wald bei Wahrenholz,,Wahrenholz,0.4
W0635,Wald bei Wahrenholz,,Wahrenholz,2.1
W0636,Wald bei Weißes Moor,,Weißes Moor,1.9
W0637,Wald bei Weißes Moor,,Weißes Moor,1.1
W0638,Wald bei Transvaal,,Transvaal,2.7
W0639,Wald bei Malloh,,Malloh,3.6
W0640,Wald bei Waldsiedlung,,Waldsiedlung,2.3
W0641,Wald bei Waldsiedlung,,Waldsiedlung,0.6
W0642,Wald bei Waldsiedlung,,Waldsiedlung,1.9
W0643,Wald bei Wiswedel,,Wiswedel,0.7
W1618,Wald bei Wiswedel,,Wiswedel,1.0
W1619,Wald bei Benitz,,Benitz,0.5
W0644,Wald bei Brome,,Brome,1.6
W0645,Wald bei Steimke,,Steimke,2.6
W0646,Wald bei Altferchau,,Altferchau,1.1
W0647,Wald bei Dönitz,,Dönitz,0.4
W0648,Wald bei Moor,,Moor,1.4
W0649,Wald bei Immekath,,Immekath,2.6
W0650,Wald bei Kusey,,Kusey,3.8
W1620,Wald bei Nesenitz,,Nesenitz,3.5
W0652,Wald bei Lachtehausen,,Lachtehausen,0.4
W0653,Wald bei Lachtehausen,,Lachtehausen,2.2
W0654,Wald bei Gockenholz,,Gockenholz,2.9
W0655,Wald bei Gockenholz,,Gockenholz,1.7
W0656,Wald bei Lachendorf,,Lachendorf,0.5
W0657,Wald bei Ahnsbeck,,Ahnsbeck,1.9
W1621,Wald bei Jarnsen,,Jarnsen,1.0
W1622,Wald bei Bunkenburg,,Bunkenburg,0.6
W0658,Wald bei Schmarloh,,Schmarloh,2.3
W0659,Wald bei Schmarloh,,Schmarloh,1.2
W0660,Wald bei Texas,,Texas,0.5
W0661,Wald bei Texas,,Texas,2.2
W0662,Wald bei Wickeloh,,Wickeloh,1.7
W0663,Wald bei Teichgut,,Teichgut,1.6
W1623,Wald bei Teichgut (Küsterberg),,Teichgut (Küsterberg),0.5
W0664,Wald bei Weißenberge,,Weißenberge,0.8
W0665,Wald bei Betzhorn,,Betzhorn,0.6
W0666,Wald bei Schönewörde,,Schönewörde,0.6
W0667,Wald bei Vorhop,,Vorhop,1.8
W0668,Wald bei Transvaal,,Transvaal,0.4
W0669,Wald bei Malloh,,Malloh,0.9
W0670,Wald bei Malloh,,Malloh,2.3
W0671,Wald bei Boitzenhagen,,Boitzenhagen,2.4
W0672,Wald bei Boitzenhagen,,Boitzenhagen,0.7
W0673,Wald bei Boitzenhagen,,Boitzenhagen,1.8
W0674,Wald bei Wiswedel,,Wiswedel,1.3
W1624,Wald bei Nettgau,,Nettgau,1.7
W1625,Wald bei Nettgau,,Nettgau,1.0
W0675,Wald bei Wendischbrome,,Wendischbrome,2.4
W0676,Wald bei Mellin,,Mellin,2.6
W0677,Wald bei Dönitz,,Dönitz,2.7
W0678,Wald bei Hoppenmühle,,Hoppenmühle,1.3
W1626,Wald bei Neulingsmühle,,Neulingsmühle,1.1
W0679,Wald bei Immekath,,Immekath,1.6
W0680,Wald bei Nesenitz,,Nesenitz,2.0
W1627,Wald bei Nesenitz,,Nesenitz,2.3
W0707,Wald bei Vorwerk,,Vorwerk,1.3
W0709,Wald bei Osterberg,,Osterberg,0.3
W0710,Wald bei Alvern,,Alvern,0.7
W0711,Wald bei Alvern,,Alvern,2.2
W1628,Wald bei Gockenholz,,Gockenholz,1.5
W0712,Wald bei Luttern,,Luttern,2.2
W0684,Wald bei Bunkenburg,,Bunkenburg,1.2
W0713,Wald bei Hohnhorst,,Hohnhorst,1.0
W0714,Wald bei Wohlenrode,,Wohlenrode,1.1
W0715,Wald bei Grebshorn,,Grebshorn,1.5
W0716,Wald bei Zahrenholz,,Zahrenholz,1.8
W0717,Wald bei Mahrenholz,,Mahrenholz,1.1
W1629,Wald bei Groß Oesingen,,Groß Oesingen,0.7
W0718,Wald bei Lingwedel,,Lingwedel,2.0
W0719,Wald bei Langwedel,,Langwedel,1.8
W0720,Wald bei Oerrel,,Oerrel,2.6
W0721,Wald bei Oerrel,,Oerrel,3.1
W0722,Wald bei Vorhop,,Vorhop,2.9
W0723,Wald bei Vorhop,,Vorhop,2.2
W0724,Wald bei Knesebeck,,Knesebeck,2.0
W0725,Wald bei Knesebeck,,Knesebeck,2.2
W0726,Wald bei Lütjemühle,,Lütjemühle,2.5
W0727,Wald bei Teschendorf,,Teschendorf,1.6
W0728,Wald bei Teschendorf,,Teschendorf,0.6
W0729,Wald bei Plastau,,Plastau,1.0
W0730,Wald bei Plastau,,Plastau,1.0
W0731,Wald bei Gladdenstedt,,Gladdenstedt,1.4
W0732,Wald bei Neuenstall,,Neuenstall,1.6
W0733,Wald bei Klein Wismar,,Klein Wismar,0.3
W0734,Wald bei Groß Wismar,,Groß Wismar,1.0
W0735,Wald bei Tangeln,,Tangeln,1.8
W0736,Wald bei Neu Ristedt,,Neu Ristedt,2.0
W0737,Wald bei Darnebeck,,Darnebeck,0.9
W0705,Wald bei Nesenitz,,Nesenitz,0.9
W0738,Wald bei Bandau,,Bandau,1.8
W1630,Wald bei Nesenitz,,Nesenitz,2.5
W0740,Wald bei Hornshof,,Hornshof,1.1
W0741,Wald bei Hornshof,,Hornshof,1.0
W0742,Wald bei Ohe,,Ohe,0.8
W0743,Wald bei Burghorn,,Burghorn,1.6
W0744,Wald bei Höfer,,Höfer,0.1
W0745,Wald bei Höfer,,Höfer,1.9
W0746,Wald bei Luttern,,Luttern,1.0
W1631,Wald bei Luttern,,Luttern,1.1
W0747,Wald bei Metzingen,,Metzingen,0.7
W0748,Wald bei Steinhorst,,Steinhorst,1.0
W0749,Wald bei Steinhorst,,Steinhorst,1.7
W0750,Wald bei Kleinbahnhof Groß Oesingen-Mahrenholz,,Kleinbahnhof Groß Oesingen-Mahrenholz,1.4
W0751,Wald bei Kleinbahnhof Groß Oesingen-Mahrenholz,,Kleinbahnhof Groß Oesingen-Mahrenholz,1.0
W0752,Wald bei Lingwedel,,Lingwedel,0.6
W1632,Wald bei Langwedel,,Langwedel,1.0
W0753,Wald bei Oerrel,,Oerrel,0.6
W0754,Wald bei Oerrel,,Oerrel,1.9
W0755,Wald bei Junkernholz,,Junkernholz,1.8
W0756,Wald bei Junkernholz,,Junkernholz,0.6
W0757,Wald bei Knesebeck,,Knesebeck,0.8
W0758,Wald bei Krummühle,,Krummühle,0.9
W0759,Wald bei Lütjemühle,,Lütjemühle,0.6
W0760,Wald bei Küstorf,,Küstorf,1.5
W0761,Wald bei Küstorf,,Küstorf,1.1
W1633,Wald bei Teschendorf,,Teschendorf,1.6
W1634,Wald bei Zasenbeck,,Zasenbeck,0.2
W0762,Wald bei Jübar,,Jübar,1.2
W0763,Wald bei Neuenstall,,Neuenstall,0.4
W0764,Wald bei Lüdelsen,,Lüdelsen,1.2
W0765,Wald bei Nieps,,Nieps,1.9
W1635,Wald bei Tangeln,,Tangeln,1.7
W0766,Wald bei Fuchshütte,,Fuchshütte,1.0
W1636,Wald bei Darnebeck,,Darnebeck,0.8
W1637,Wald bei Hoppesmühle,,Hoppesmühle,1.1
W1638,Wald bei Bandau,,Bandau,0.6
W1639,Wald bei Poppau,,Poppau,1.3
W0768,Wald bei Hornshof,,Hornshof,2.6
W0769,Wald bei Hornshof,,Hornshof,2.5
W0770,Wald bei Burghorn,,Burghorn,1.2
W0771,Wald bei Habighorster Höhe,,Habighorster Höhe,1.2
W0772,Wald bei Habighorster Höhe,,Habighorster Höhe,0.9
W0773,Wald bei Aschenberg,,Aschenberg,0.5
W0774,Wald bei Heese,,Heese,1.1
W1640,Wald bei Heese,,Heese,1.4
W0775,Wald bei Bargfeld,,Bargfeld,1.4
W0776,Wald bei Steinhorst,,Steinhorst,1.2
W0777,Wald bei Steinhorst,,Steinhorst,1.8
W0778,Wald bei Großer Kain,,Großer Kain,1.8
W0779,Wald bei Großer Kain,,Großer Kain,0.9
W0780,Wald bei Dedelstorf,,Dedelstorf,0.7
W0781,Wald bei Repke,,Repke,1.3
W0782,Wald bei Oerrel,,Oerrel,1.4
W0783,Wald bei Emmen,,Emmen,2.2
W0784,Wald bei Emmen,,Emmen,1.9
W0785,Wald bei Wunderbüttel,,Wunderbüttel,0.5
W1641,Wald bei Friedrichsmühle,,Friedrichsmühle,0.8
W0786,Wald bei Eutzen,,Eutzen,1.0
W1642,Wald bei Hagen,,Hagen,0.4
W1643,Wald bei Mahnburg,,Mahnburg,0.5
W1644,Wald bei Ohrdorf,,Ohrdorf,1.3
W0787,Wald bei Haselhorst,,Haselhorst,1.9
W0788,Wald bei Hanum,,Hanum,1.6
W0789,Wald bei Jübar,,Jübar,1.4
W0790,Wald bei Jübar,,Jübar,1.7
W0791,Wald bei Nieps,,Nieps,1.7
W0792,Wald bei Nieps,,Nieps,0.3
W1645,Wald bei Ahlum,,Ahlum,0.7
W0793,Wald bei Rohrberg (Altmark),,Rohrberg (Altmark),0.9
W0794,Wald bei Beetzendorf,,Beetzendorf,1.3
W0795,Wald bei Beetzendorf,,Beetzendorf,1.0
W0796,Wald bei Sieben Linden,,Sieben Linden,1.2
W1646,Wald bei Sieben Linden,,Sieben Linden,0.4
W1647,Wald bei Forsthaus Kohlenbach,,Forsthaus Kohlenbach,2.7
W1648,Wald bei Forsthaus Kohlenbach,,Forsthaus Kohlenbach,3.2
W1649,Wald bei Burghorn,,Burghorn,2.6
W1650,Wald bei Habighorst,,Habighorst,1.4
W1651,Wald bei Habighorst,,Habighorst,0.7
W1652,Wald bei Aschenberg,,Aschenberg,1.1
W1653,Wald bei Kragen,,Kragen,0.6
W1654,Wald bei Heese,,Heese,0.6
W1655,Wald bei Bargfeld,,Bargfeld,0.7
W1656,Wald bei Bargfeld,,Bargfeld,2.4
W1657,Wald bei Räderloh,,Räderloh,2.2
W1658,Wald bei Lüsche,,Lüsche,2.0
W1659,Wald bei Großer Kain,,Großer Kain,0.6
W1660,Wald bei Dedelstorf,,Dedelstorf,0.8
W1661,Wald bei Repke,,Repke,0.4
W1662,Wald bei Repke,,Repke,1.7
W1663,Wald bei Emmen,,Emmen,2.4
W1664,Wald bei Emmen,,Emmen,0.8
W1665,Wald bei Wunderbüttel,,Wunderbüttel,1.8
W1666,Wald bei Wunderbüttel,,Wunderbüttel,1.2
W1667,Wald bei Eutzen,,Eutzen,0.5
W1668,Wald bei Kakerbeck,,Kakerbeck,0.8
W1669,Wald bei Suderwittingen,,Suderwittingen,0.2
W1670,Wald bei Ohrdorf,,Ohrdorf,1.5
W1671,Wald bei Haselhorst,,Haselhorst,1.1
W1672,Wald bei Haselhorst,,Haselhorst,1.5
W1673,Wald bei Lindhof,,Lindhof,2.0
W1674,Wald bei Bornsen,,Bornsen,1.2
W1675,Wald bei Wüllmersen,,Wüllmersen,2.0
W1676,Wald bei Nieps,,Nieps,1.3
W1677,Wald bei Stöckheim,,Stöckheim,0.5
W1678,Wald bei Rohrberg (Altmark),,Rohrberg (Altmark),0.6
W1679,Wald bei Rohrberg (Altmark),,Rohrberg (Altmark),1.4
W1680,Wald bei Beetzendorf,,Beetzendorf,0.5
W1681,Wald bei Siedengrieben,,Siedengrieben,0.1
W1682,Wald bei Hohentramm,,Hohentramm,0.3
W0798,Wald bei Forsthaus Kohlenbach,,Forsthaus Kohlenbach,1.8
W0799,Wald bei Rebberlah,,Rebberlah,2.9
W0800,Wald bei Heeseloh,,Heeseloh,2.4
W0801,Wald bei Habighorst,,Habighorst,0.8
W0802,Wald bei Habighorst,,Habighorst,1.7
W0803,Wald bei Scharnhorst,,Scharnhorst,0.9
W0804,Wald bei Endeholz,,Endeholz,0.5
W0805,Wald bei Endeholz,,Endeholz,1.5
W0806,Wald bei Bargfeld,,Bargfeld,2.1
W0807,Wald bei Räderloh,,Räderloh,1.5
W0808,Wald bei Räderloh,,Räderloh,1.5
W0809,Wald bei Lüsche,,Lüsche,1.3
W0810,Wald bei Großer Kain,,Großer Kain,1.3
W0811,Wald bei Repke,,Repke,1.6
W0812,Wald bei Repke,,Repke,1.1
W0813,Wald bei Weddersehl,,Weddersehl,2.5
W0814,Wald bei Emmen,,Emmen,1.3
W1683,Wald bei Isenhagen,,Isenhagen,0.3
W0815,Wald bei Mannhagen,,Mannhagen,1.6
W0816,Wald bei Hahnenberg,,Hahnenberg,0.8
W1684,Wald bei Glüsingen,,Glüsingen,0.4
W1685,Wald bei Wittingen,,Wittingen,0.4
W1686,Wald bei Rade,,Rade,1.2
W0817,Wald bei Haselhorst,,Haselhorst,1.8
W0818,Wald bei Haselhorst,,Haselhorst,0.3
W0819,Wald bei Lindhof,,Lindhof,0.6
W0820,Wald bei Drebenstedt,,Drebenstedt,0.9
W0821,Wald bei Bornsen,,Bornsen,0.8
W1687,Wald bei Wüllmersen,,Wüllmersen,0.1
W1688,Wald bei Mehmke,,Mehmke,1.0
W1689,Wald bei Klein Bierstedt,,Klein Bierstedt,0.9
W1690,Wald bei Groß Bierstedt,,Groß Bierstedt,0.8
W0822,Wald bei Audorf,,Audorf,1.6
W1691,Wald bei Audorf,,Audorf,0.8
W0823,Wald bei Hohentramm,,Hohentramm,1.2
W1692,Wald bei Stapen,,Stapen,0.2
W0825,Wald bei Forsthaus Kohlenbach,,Forsthaus Kohlenbach,0.8
W0826,Wald bei Rebberlah,,Rebberlah,1.1
W0827,Wald bei Heeseloh,,Heeseloh,1.2
W0828,Wald bei Heeseloh,,Heeseloh,0.8
W0829,Wald bei Eschede,,Eschede,0.9
W0860,Wald bei Aschauteiche,,Aschauteiche,0.7
W0830,Wald bei Endeholz,,Endeholz,1.9
W0831,Wald bei Marwede,,Marwede,0.4
W0832,Wald bei Marwede,,Marwede,1.8
W0833,Wald bei Räderloh,,Räderloh,1.3
W0834,Wald bei Räderloh,,Räderloh,1.3
W0835,Wald bei Auermühle,,Auermühle,0.2
W0836,Wald bei Auermühle,,Auermühle,1.8
W0837,Wald bei Allersehl,,Allersehl,0.2
W0838,Wald bei Weddersehl,,Weddersehl,0.4
W0839,Wald bei Weddersehl,,Weddersehl,2.0
W0840,Wald bei Hankensbüttel,,Hankensbüttel,0.4
W1694,Wald bei Steimke,,Steimke,1.0
W0841,Wald bei Alt Isenhagen,,Alt Isenhagen,0.8
W1695,Wald bei Wollerstorf,,Wollerstorf,0.9
W0872,Wald bei Rumstorf,,Rumstorf,1.0
W0873,Wald bei Erpensen,,Erpensen,1.0
W0874,Wald bei Erpensen,,Erpensen,1.9
W0842,Wald bei Waddekath,,Waddekath,1.0
W0843,Wald bei Forst Vier,,Forst Vier,0.6
W0844,Wald bei Lindhof,,Lindhof,1.4
W0845,Wald bei Molmke,,Molmke,0.3
W0846,Wald bei Dankensen,,Dankensen,1.0
W0847,Wald bei Mehmke,,Mehmke,0.7
W0848,Wald bei Hohengrieben,,Hohengrieben,0.5
W0849,Wald bei Groß Bierstedt,,Groß Bierstedt,0.6
W0850,Wald bei Püggen,,Püggen,0.9
W0851,Wald bei Püggen,,Püggen,1.1
W0852,Wald bei Käcklitz,,Käcklitz,1.3
W0853,Wald bei Klein Gischau,,Klein Gischau,0.9
W1699,Wald bei Klein Gischau,,Klein Gischau,1.3
W0887,Wald bei Hof Severloh,,Hof Severloh,0.8
W0888,Wald bei Queloh,,Queloh,2.1
W0889,Wald bei Starkshorn,,Starkshorn,1.0
W0890,Wald bei Starkshorn,,Starkshorn,1.3
W0891,Wald bei Am Großen Moore,,Am Großen Moore,1.9
W0892,Wald bei Lohe,,Lohe,1.5
W0893,Wald bei Dalle,,Dalle,1.2
W0894,Wald bei Dalle,,Dalle,2.6
W0895,Wald bei Weyhausen,,Weyhausen,2.7
W0896,Wald bei Weyhausen,,Weyhausen,2.4
W0897,Wald bei Blickwedel,,Blickwedel,1.1
W0898,Wald bei Hagen,,Hagen,0.2
W0899,Wald bei Sprakensehl,,Sprakensehl,0.8
W0900,Wald bei Sprakensehl,,Sprakensehl,1.4
W0901,Wald bei Masel,,Masel,2.8
W0902,Wald bei Bottendorf,,Bottendorf,1.1
W0903,Wald bei Schweimke,,Schweimke,0.8
W0904,Wald bei Wierstorf,,Wierstorf,1.6
W0905,Wald bei Gannerwinkel,,Gannerwinkel,1.9
W0906,Wald bei Gannerwinkel,,Gannerwinkel,0.5
W0907,Wald bei Stöcken,,Stöcken,0.7
W0908,Wald bei Lüben,,Lüben,0.5
W0909,Wald bei Neuekrug,,Neuekrug,1.6
W0910,Wald bei Reddigau,,Reddigau,0.5
W0911,Wald bei Schadeberg,,Schadeberg,0.6
W0912,Wald bei Schadewohl,,Schadewohl,1.0
W0913,Wald bei Fahrendorf,,Fahrendorf,2.0
W0914,Wald bei Fahrendorf,,Fahrendorf,0.4
W0915,Wald bei Hilmsen,,Hilmsen,0.9
W0916,Wald bei Umfelde,,Umfelde,0.5
W0917,Wald bei Gieseritz,,Gieseritz,0.6
W0918,Wald bei Wötz,,Wötz,0.7
W1700,Wald bei Leetze,,Leetze,0.2
W1701,Wald bei Wöpel,,Wöpel,0.6
W1702,Wald bei Valfitz,,Valfitz,0.2
W1703,Wald bei Schieben,,Schieben,2.0
W0920,Wald bei Dehningshof,,Dehningshof,1.0
W0921,Wald bei Queloh,,Queloh,1.4
W0922,Wald bei Queloh,,Queloh,0.7
W0923,Wald bei Queloh,,Queloh,2.6
W0924,Wald bei Lohe,,Lohe,2.6
W0925,Wald bei Lohe,,Lohe,0.8
W0926,Wald bei Dalle,,Dalle,1.0
W0927,Wald bei Dalle,,Dalle,2.5
W0928,Wald bei Weyhausen,,Weyhausen,1.4
W0929,Wald bei Weyhausen,,Weyhausen,0.7
W0930,Wald bei Weyhausen,,Weyhausen,2.6
W0931,Wald bei Hagen,,Hagen,2.0
W0932,Wald bei Behren,,Behren,1.0
W0933,Wald bei Behren,,Behren,1.0
W0934,Wald bei Bokel,,Bokel,2.3
W0935,Wald bei Schweimke,,Schweimke,2.8
W0936,Wald bei Schweimke,,Schweimke,2.5
W1704,Wald bei Schweimke,,Schweimke,2.2
W0937,Wald bei Lüder,,Lüder,2.4
W0938,Wald bei Langenbrügge,,Langenbrügge,1.7
W0939,Wald bei Langenbrügge,,Langenbrügge,0.3
W0940,Wald bei Lüben,,Lüben,1.8
W0941,Wald bei Neuekrug,,Neuekrug,2.2
W0942,Wald bei Höddelsen,,Höddelsen,1.4
W0943,Wald bei Dülseberg,,Dülseberg,0.1
W0944,Wald bei Eickhorst,,Eickhorst,0.3
W0945,Wald bei Dähre,,Dähre,1.4
W0946,Wald bei Nipkendey,,Nipkendey,0.9
W0947,Wald bei Hilmsen,,Hilmsen,1.1
W1705,Wald bei Hilmsen,,Hilmsen,0.9
W0948,Wald bei Wallstawe,,Wallstawe,0.9
W0949,Wald bei Niephagen,,Niephagen,1.8
