art,gbif_id,datum,lat,lon,monat,hoehe,regen_reife,regen_frisch,regentage,tage_seit_regen,regen_60,bilanz_14,bilanz_60,temp,bt07,bf07,bt728,bf728,frosttage,min_temp,min_boden,tage_vorhanden,tage_lang,tage_et0
pfifferling,1668878109,2017-09-30,52.20024,10.75394,9,264.0,16.9,10.2,6,2,146.4,5.7,5.9,12.2,13.7,0.374,13.5,0.353,,,,15,,
pfifferling,5017460923,2017-09-07,52.98968,11.34459,9,27.0,37.2,15.8,5,1,266.7,12.7,91.4,17.1,15.7,0.226,16.0,0.214,,,,15,,
pfifferling,3996572662,2017-10-24,51.82461,9.54155,10,332.0,11.9,13.9,7,1,177.6,8.6,80.2,12.7,11.2,0.385,11.8,0.38,,,,15,,
pfifferling,2988908807,2016-09-23,52.3756,9.74028,9,56.0,9.5,0.4,2,6,70.1,-33.4,-123.8,19.3,16.9,0.235,17.5,0.184,,,,15,,
pfifferling,5027262112,2015-08-21,52.67355,9.8738,8,35.0,82.5,24.7,9,3,269.6,62.7,49.9,20.3,18.4,0.295,18.7,0.29,,,,15,,
pfifferling,5022103831,2015-09-15,52.96829,10.47546,9,69.0,21.0,17.9,7,0,200.1,7.9,10.6,14.6,15.1,0.247,15.2,0.235,,,,15,,
birkenpilz,5830500176,2025-09-22,51.63949,11.08584,9,424.0,34.9,8.0,8,1,127.3,7.7,-60.8,14.5,15.0,0.307,14.8,0.269,,,,15,,
birkenpilz,5836702734,2025-09-17,51.94869,10.51638,9,198.0,18.2,14.2,5,1,82.3,-13.3,-129.5,16.4,15.1,0.205,15.4,0.146,,,,15,,
birkenpilz,5837086305,2025-09-26,52.53689,9.70311,9,81.0,26.1,6.7,7,0,81.0,-4.4,-110.5,14.8,13.4,0.084,14.2,0.107,,,,15,,
birkenpilz,5840313440,2025-10-04,52.21576,9.5278,10,309.0,7.9,15.6,3,0,76.4,-5.4,-95.5,10.9,9.4,0.249,10.4,0.196,,,,15,,
birkenpilz,5844797465,2025-10-03,52.77644,10.26827,10,78.0,2.4,0.0,0,99,52.6,-31.6,-137.7,12.6,11.0,0.124,11.9,0.144,,,,15,,
birkenpilz,5844813772,2025-10-05,52.53001,10.23067,10,58.0,4.1,19.4,4,1,67.0,-6.7,-113.9,11.6,10.0,0.136,11.1,0.148,,,,15,,
birkenpilz,5867962848,2025-10-20,53.11523,9.37168,10,32.0,7.7,2.0,3,14,101.6,-4.9,-28.0,11.7,9.8,0.213,10.7,0.205,,,,15,,
birkenpilz,5871904538,2025-10-24,52.97351,9.54051,10,56.0,7.7,16.2,5,1,112.2,9.0,-4.5,11.0,10.1,0.385,10.5,0.377,,,,15,,
birkenpilz,5871914487,2025-10-01,52.19566,9.30356,10,229.0,21.9,3.6,7,5,85.7,-5.1,-93.4,13.2,12.0,0.241,12.6,0.196,,,,15,,
birkenpilz,5888994429,2025-10-03,52.00149,9.65973,10,171.0,9.8,1.5,4,7,63.4,-20.4,-123.5,12.5,11.2,0.244,12.1,0.196,,,,15,,
birkenpilz,5871917088,2025-10-21,52.90248,9.55038,10,68.0,9.2,7.2,6,0,112.8,1.9,-9.4,11.6,9.8,0.261,10.5,0.257,,,,15,,
birkenpilz,5871912387,2025-10-14,51.78271,11.96156,10,74.0,34.2,2.9,7,6,116.0,17.2,-48.5,11.5,12.8,0.324,13.2,0.31,,,,15,,
birkenpilz,5889002263,2025-10-01,52.22886,9.03917,10,129.0,13.1,6.4,6,2,72.7,-13.3,-116.7,14.0,13.1,0.187,13.7,0.183,,,,15,,
birkenpilz,6353081484,2025-10-07,51.85728,10.62764,10,563.0,5.2,24.1,5,3,93.9,8.8,-67.2,8.2,8.3,0.318,8.7,0.278,,,,15,,
birkenpilz,5890315273,2025-11-02,51.68726,10.30802,11,263.0,53.5,22.3,12,0,211.4,63.3,119.3,8.5,7.9,0.408,8.2,0.41,,,,15,,
birkenpilz,5892268999,2025-11-09,52.53001,10.23067,11,58.0,30.4,1.8,7,10,110.3,20.2,21.2,8.9,8.0,0.219,8.6,0.215,,,,15,,
birkenpilz,5014425328,2024-09-23,52.21577,9.52683,9,321.0,23.2,7.9,4,0,140.2,0.5,-47.1,13.0,14.6,0.337,14.6,0.339,,,,15,,
birkenpilz,5015653146,2024-09-27,52.04969,10.48556,9,148.0,7.1,32.4,7,0,165.0,6.5,-40.7,14.8,15.4,0.337,15.8,0.313,,,,15,,
birkenpilz,4974065790,2024-10-12,52.26209,11.12025,10,154.0,33.7,15.2,6,2,136.8,29.5,-30.0,10.7,11.7,0.394,12.1,0.386,,,,15,,
parasol,5897107523,2024-10-12,52.26403,11.10482,10,154.0,33.7,15.2,6,2,136.8,29.5,-30.0,10.7,11.7,0.394,12.1,0.386,,,,15,,
birkenpilz,5027638707,2024-09-29,53.06427,10.59382,9,31.0,10.8,14.7,4,2,145.8,-6.6,-48.0,14.5,13.5,0.263,14.3,0.245,,,,15,,
parasol,5015868668,2024-09-29,53.08517,10.60398,9,31.0,10.8,14.7,4,2,145.8,-6.6,-48.0,14.5,13.5,0.263,14.3,0.245,,,,15,,
birkenpilz,4974068802,2024-10-15,51.5017,10.31365,10,206.0,47.6,7.6,10,1,165.5,38.1,13.4,10.1,9.5,0.397,10.5,0.394,,,,15,,
birkenpilz,5013800185,2024-10-20,52.43281,9.60123,10,59.0,25.7,8.0,5,1,145.7,14.4,1.0,11.7,11.8,0.368,11.8,0.371,,,,15,,
birkenpilz,5020737452,2024-10-12,53.45351,9.6829,10,18.0,27.0,36.3,6,2,158.5,42.0,4.8,10.6,11.6,0.391,11.9,0.391,,,,15,,
birkenpilz,5022509965,2024-10-19,53.45351,9.6829,10,18.0,49.1,1.6,6,6,155.2,32.1,12.6,10.8,10.6,0.38,10.8,0.387,,,,15,,
birkenpilz,5026085820,2024-10-03,52.45721,9.27564,10,39.0,38.5,25.6,9,2,157.3,35.8,-18.0,13.9,11.8,0.275,12.7,0.268,,,,15,,
birkenpilz,4506378029,2023-08-02,51.5137,10.18368,8,196.0,52.6,26.2,13,0,184.6,34.1,-68.7,17.1,17.8,0.389,17.4,0.361,,,,15,,
birkenpilz,4165343687,2023-07-20,52.33533,9.78962,7,67.0,12.9,1.8,5,5,125.0,-58.0,-148.7,20.6,20.6,0.244,20.1,0.241,,,,15,,
birkenpilz,4417055549,2023-09-25,53.20063,9.24783,9,39.0,10.7,6.4,6,2,196.8,-19.1,26.4,17.2,16.2,0.36,16.6,0.353,,,,15,,
birkenpilz,4925827085,2023-09-30,53.19564,9.15231,9,31.0,10.6,13.1,5,1,144.0,-11.3,-25.2,17.0,15.8,0.354,15.9,0.356,,,,15,,
parasol,4925918159,2023-09-30,53.1988,9.15695,9,31.0,10.6,13.1,5,1,144.0,-11.3,-25.2,17.0,15.8,0.354,15.9,0.356,,,,15,,
birkenpilz,5015150787,2023-09-02,52.58205,10.16867,9,39.0,14.6,13.3,7,2,226.8,-16.0,13.0,18.5,15.8,0.248,16.3,0.241,,,,15,,
birkenpilz,4424436989,2023-10-03,52.27247,10.44992,10,74.0,11.3,7.8,3,0,126.6,-15.9,-51.4,17.0,17.1,0.329,17.0,0.321,,,,15,,
birkenpilz,5019560266,2023-09-27,52.59049,10.07851,9,42.0,37.3,0.2,6,5,193.4,2.7,17.1,16.6,15.3,0.223,15.9,0.22,,,,15,,
birkenpilz,5024856172,2023-09-27,52.57451,10.08776,9,42.0,37.3,0.2,6,5,193.4,2.7,17.1,16.6,15.3,0.223,15.9,0.22,,,,15,,
parasol,5016217451,2023-09-27,52.59049,10.07851,9,42.0,37.3,0.2,6,5,193.4,2.7,17.1,16.6,15.3,0.223,15.9,0.22,,,,15,,
parasol,5023146390,2023-09-27,52.56851,10.09434,9,42.0,37.3,0.2,6,5,193.4,2.7,17.1,16.6,15.3,0.223,15.9,0.22,,,,15,,
birkenpilz,4436203235,2023-10-14,51.7449,10.74016,10,488.0,38.5,13.4,7,0,131.9,25.7,-25.7,13.7,14.2,0.377,14.2,0.345,,,,15,,
birkenpilz,4525054357,2023-10-15,52.50375,10.69901,10,89.0,31.3,23.2,8,1,181.4,28.3,22.7,15.2,14.9,0.375,15.3,0.355,,,,15,,
birkenpilz,5013218309,2023-10-30,52.52992,10.18615,10,43.0,42.3,16.4,10,0,179.4,45.0,56.8,9.9,10.7,0.29,11.1,0.29,,,,15,,
birkenpilz,5024561010,2023-10-03,52.71352,9.81388,10,32.0,13.0,2.4,5,10,113.0,-17.4,-56.6,16.6,16.7,0.183,16.7,0.183,,,,15,,
birkenpilz,5023667489,2023-10-26,52.34125,10.70637,10,100.0,41.6,10.3,9,0,143.7,35.3,9.6,10.6,11.1,0.401,11.3,0.401,,,,15,,
birkenpilz,6274193623,2023-10-01,52.46318,10.81193,10,87.0,7.8,6.3,4,2,178.0,-21.9,-3.4,17.4,16.6,0.292,16.6,0.29,,,,15,,
birkenpilz,5024074365,2023-11-04,52.59049,10.07851,11,42.0,34.6,8.3,11,0,170.0,27.9,57.1,11.0,10.8,0.277,11.4,0.283,,,,15,,
birkenpilz,5026334427,2022-09-14,52.83888,10.27422,9,118.0,32.3,5.8,6,1,79.8,-6.7,-167.2,17.1,16.4,0.193,16.8,0.09,,,,15,,
birkenpilz,3925124994,2022-10-04,52.70218,10.25824,10,72.0,33.1,13.5,7,3,110.6,24.0,-72.2,10.9,10.9,0.258,11.1,0.249,,,,15,,
birkenpilz,4076290179,2022-10-03,51.51368,10.18407,10,195.0,22.7,9.8,7,2,107.0,8.9,-73.2,10.2,10.1,0.37,10.7,0.347,,,,15,,
birkenpilz,5023133861,2022-10-16,52.44126,10.47014,10,52.0,6.1,1.4,2,14,84.2,-17.9,-68.5,12.5,12.1,0.304,12.2,0.301,,,,15,,
birkenpilz,5027729927,2022-10-09,51.81164,10.35792,10,568.0,34.2,3.3,9,6,140.8,17.6,-8.9,8.9,10.1,0.364,10.3,0.365,,,,15,,
birkenpilz,5024804958,2022-10-11,52.44126,10.47014,10,52.0,26.1,0.6,4,9,83.5,1.0,-87.4,11.4,11.9,0.314,12.5,0.313,,,,15,,
birkenpilz,6195287471,2022-10-31,52.10861,11.27909,10,164.0,20.7,0.2,1,13,89.7,2.2,-24.8,14.1,13.9,0.353,13.7,0.363,,,,15,,
birkenpilz,3343783676,2021-08-15,52.09362,10.34327,8,201.0,24.2,0.1,6,5,112.6,-26.6,-106.1,18.0,19.2,0.266,18.4,0.25,,,,15,,
birkenpilz,5012636711,2021-08-31,53.2341,10.4328,8,49.0,38.3,20.5,11,2,154.7,26.2,-42.2,15.8,15.6,0.227,15.8,0.169,,,,15,,
birkenpilz,5018180623,2021-08-30,52.53804,10.24386,8,55.0,33.8,33.4,11,0,150.7,34.2,-42.1,16.2,15.6,0.246,15.9,0.222,,,,15,,
birkenpilz,3384502441,2021-09-26,52.27243,10.45028,9,74.0,10.7,2.5,3,11,114.1,-14.0,-47.6,15.5,15.1,0.299,15.0,0.292,,,,15,,
birkenpilz,5017350448,2021-09-23,52.44126,10.47014,9,52.0,18.5,2.3,4,8,101.0,-9.5,-67.8,16.2,14.3,0.322,14.8,0.318,,,,15,,
birkenpilz,5021229712,2021-09-07,52.87115,10.0856,9,101.0,33.2,0.0,4,9,155.9,-2.0,-25.3,15.1,15.4,0.203,15.5,0.213,,,,15,,
birkenpilz,5017374412,2021-09-01,51.74805,10.57467,9,762.0,64.2,59.5,10,2,268.0,98.0,113.2,12.3,12.0,0.417,12.0,0.42,,,,15,,
birkenpilz,5025523666,2021-09-28,52.44647,9.7343,9,59.0,10.8,9.1,5,1,127.0,-6.8,-27.4,15.5,16.1,0.326,15.9,0.311,,,,15,,
birkenpilz,5014189886,2021-10-03,51.92456,10.49447,10,181.0,11.5,1.8,3,4,181.9,-18.2,32.3,14.6,14.0,0.295,14.5,0.296,,,,15,,
birkenpilz,5026481401,2021-10-09,52.53804,10.24386,10,55.0,25.0,1.1,7,4,113.0,-0.5,-24.6,14.0,12.0,0.237,13.0,0.23,,,,15,,
birkenpilz,5021793207,2021-11-06,52.29189,9.46026,11,185.0,2.9,12.1,4,2,82.9,1.0,-7.5,9.0,8.1,0.369,9.0,0.346,,,,15,,
birkenpilz,4935900289,2020-09-28,52.42843,9.86448,9,76.0,0.7,23.0,1,2,101.0,-15.5,-91.4,15.3,14.0,0.276,14.7,0.253,,,,15,,
birkenpilz,4936415146,2020-09-28,52.42902,9.86184,9,76.0,0.7,23.0,1,2,101.0,-15.5,-91.4,15.3,14.0,0.276,14.7,0.253,,,,15,,
birkenpilz,5012880690,2020-09-12,51.66563,11.17164,9,308.0,18.4,0.8,5,12,124.5,-17.9,-83.5,15.1,15.1,0.254,15.0,0.256,,,,15,,
parasol,5022837435,2020-09-12,51.65745,11.16007,9,308.0,18.4,0.8,5,12,124.5,-17.9,-83.5,15.1,15.1,0.254,15.0,0.256,,,,15,,
birkenpilz,5017868335,2020-09-14,51.67549,10.95922,9,443.0,15.7,0.0,4,9,115.5,-21.3,-84.5,14.8,15.3,0.248,14.9,0.28,,,,15,,
birkenpilz,5022149426,2020-09-10,51.56012,9.90161,9,165.0,22.0,0.7,7,5,97.0,-12.1,-109.7,15.1,15.4,0.324,15.5,0.305,,,,15,,
birkenpilz,5028205230,2020-09-12,52.58205,10.16867,9,39.0,24.3,3.3,6,3,116.2,-8.1,-94.2,15.8,16.0,0.209,16.1,0.193,,,,15,,
birkenpilz,2963823980,2020-10-25,51.93008,10.50357,10,171.0,35.5,17.6,7,2,123.6,34.9,-7.4,10.5,12.1,0.363,11.9,0.354,,,,15,,
birkenpilz,2984557502,2020-10-25,51.93185,10.50696,10,171.0,35.5,17.6,7,2,123.6,34.9,-7.4,10.5,12.1,0.363,11.9,0.354,,,,15,,
birkenpilz,5020652588,2020-10-17,52.71352,9.81388,10,32.0,32.7,5.3,9,9,127.7,20.3,-0.2,10.5,9.0,0.253,9.7,0.244,,,,15,,
birkenpilz,5015097176,2020-10-07,53.24686,10.71165,10,67.0,34.1,11.8,8,0,92.1,21.9,-73.9,13.2,12.8,0.457,13.3,0.438,,,,15,,
birkenpilz,5024049427,2020-10-03,53.27083,10.68556,10,32.0,25.5,8.6,5,0,80.4,4.5,-100.0,13.9,13.1,0.454,13.2,0.444,,,,15,,
birkenpilz,5025023886,2020-10-06,53.27588,10.70398,10,26.0,26.6,14.9,7,1,87.7,15.9,-82.5,13.5,13.0,0.453,13.4,0.438,,,,15,,
parasol,4058338559,2020-10-06,53.27582,10.7041,10,26.0,26.6,14.9,7,1,87.7,15.9,-82.5,13.5,13.0,0.453,13.4,0.438,,,,15,,
birkenpilz,5013795595,2020-11-10,53.42677,10.63778,11,14.0,27.6,0.0,4,8,120.6,15.7,33.4,10.0,8.0,0.468,9.2,0.469,,,,15,,
birkenpilz,2988452575,2020-11-21,52.07284,10.35811,11,228.0,5.3,1.3,3,99,123.8,-6.2,43.8,7.4,7.8,0.328,8.7,0.316,,,,15,,
birkenpilz,5028189775,2020-11-03,53.21701,10.87965,11,21.0,41.2,10.5,11,1,128.7,36.5,27.7,12.2,12.3,0.274,12.2,0.263,,,,15,,
birkenpilz,5027909665,2019-08-25,52.77644,10.26827,8,78.0,32.4,0.0,4,7,104.2,-22.2,-142.3,18.5,19.9,0.139,19.0,0.136,,,,15,,
birkenpilz,5021690258,2019-09-22,52.77644,10.26827,9,78.0,13.8,0.0,6,99,83.0,-22.2,-130.4,13.7,12.8,0.142,13.0,0.108,,,,15,,
birkenpilz,5027280758,2019-09-24,51.95209,10.53349,9,150.0,8.7,3.1,4,8,66.4,-26.5,-147.8,14.3,13.6,0.231,13.8,0.186,,,,15,,
birkenpilz,2429361993,2019-10-03,52.72045,10.47076,10,103.0,36.5,34.7,7,1,135.4,44.6,-38.5,13.6,13.0,0.267,13.6,0.223,,,,15,,
birkenpilz,2444986025,2019-10-18,52.32509,9.96537,10,69.0,36.8,33.6,9,0,154.2,48.8,9.8,13.0,15.3,0.387,15.2,0.378,,,,15,,
birkenpilz,5016801817,2019-10-28,51.5237,11.95683,10,81.0,13.3,3.3,4,10,116.3,-4.0,-13.6,13.9,12.2,0.33,13.1,0.323,,,,15,,
birkenpilz,5028330478,2019-10-19,52.58205,10.16867,10,39.0,18.2,31.4,8,1,152.1,27.6,9.9,13.1,14.7,0.271,14.8,0.264,,,,15,,
birkenpilz,5028413088,2019-10-22,51.78487,9.90608,10,105.0,49.1,4.7,9,2,157.9,33.8,32.1,13.6,12.8,0.391,13.1,0.385,,,,15,,
birkenpilz,5018977765,2018-09-30,52.26251,9.19985,9,369.0,25.2,0.5,4,6,80.7,-12.0,-115.0,12.6,10.2,0.283,11.1,0.246,,,,15,,
birkenpilz,5023661145,2018-09-09,52.49511,9.38095,9,42.0,14.3,8.2,5,3,67.7,-20.8,-172.4,17.3,18.4,0.248,18.6,0.23,,,,15,,
birkenpilz,5022250984,2018-10-27,52.58205,10.16867,10,39.0,6.1,7.8,5,3,59.6,-6.1,-78.2,12.5,10.4,0.169,11.5,0.094,,,,15,,
birkenpilz,5027223903,2018-10-13,52.77644,10.26827,10,78.0,13.4,0.0,4,11,61.1,-15.3,-109.3,12.4,14.0,0.121,13.5,0.063,,,,15,,
birkenpilz,5024823416,2017-07-30,52.98651,10.59215,7,46.0,105.6,10.8,11,0,283.9,71.8,88.8,18.0,17.2,0.292,16.9,0.292,,,,15,,
birkenpilz,5015125692,2017-08-27,53.19069,10.02614,8,62.0,24.3,3.6,7,7,268.1,-11.7,99.7,16.5,16.1,0.237,16.0,0.246,,,,15,,
birkenpilz,2563561287,2017-09-08,51.80185,10.45696,9,572.0,20.5,13.4,7,0,335.8,-1.7,177.5,14.4,12.8,0.357,13.2,0.343,,,,15,,
birkenpilz,5019129201,2017-09-21,52.99113,10.29762,9,87.0,46.1,5.1,10,3,206.0,24.1,56.0,12.7,12.0,0.245,12.4,0.243,,,,15,,
birkenpilz,5018528883,2017-09-05,51.59136,10.42285,9,342.0,14.0,1.6,3,5,259.2,-26.0,81.0,15.9,14.7,0.37,15.3,0.364,,,,15,,
birkenpilz,5024671579,2017-09-23,52.01997,10.35308,9,147.0,12.0,1.3,6,9,214.3,-16.7,55.4,12.5,12.3,0.322,12.6,0.323,,,,15,,
birkenpilz,1668897092,2017-10-01,52.27325,10.59281,10,80.0,20.8,10.1,7,1,154.4,9.6,11.7,13.0,14.6,0.388,14.6,0.377,,,,15,,
birkenpilz,5022771020,2017-10-01,51.95209,10.53349,10,150.0,25.0,6.5,8,6,125.9,9.9,-21.7,13.0,14.2,0.368,14.2,0.357,,,,15,,
birkenpilz,5021333996,2017-10-12,52.45855,10.17594,10,53.0,38.1,8.3,10,2,137.7,26.4,12.9,12.9,12.2,0.279,12.5,0.283,,,,15,,
birkenpilz,5027136952,2016-07-31,52.36397,9.84962,7,58.0,20.7,8.4,7,3,136.4,-28.4,-87.4,21.3,20.9,0.28,20.7,0.222,,,,15,,
birkenpilz,1453145742,2016-10-16,53.26408,9.90136,10,45.0,11.5,2.2,6,14,56.0,-3.2,-91.2,9.9,9.9,0.199,10.5,0.169,,,,15,,
birkenpilz,1453179722,2016-10-29,52.26756,10.60333,10,100.0,40.5,1.2,10,5,94.6,31.5,-20.5,8.8,8.9,0.368,9.3,0.354,,,,15,,
birkenpilz,5019562447,2016-08-22,51.74058,10.90346,8,343.0,4.1,7.4,3,2,84.2,-33.2,-125.8,16.1,17.3,0.218,17.0,0.234,,,,15,,
birkenpilz,5026440411,2016-10-10,51.91853,10.45102,10,234.0,27.9,5.1,7,7,93.6,12.9,-64.5,11.9,9.8,0.339,11.0,0.302,,,,15,,
birkenpilz,5023440953,2016-10-15,51.92456,10.49447,10,181.0,35.6,4.1,10,12,98.3,26.4,-52.3,9.4,9.0,0.343,9.8,0.318,,,,15,,
birkenpilz,5022329038,2015-09-23,53.23527,10.20973,9,37.0,34.5,8.6,8,1,212.8,18.3,46.3,14.3,13.5,0.265,13.9,0.26,,,,15,,
birkenpilz,5015876572,2015-10-12,51.90171,10.40708,10,366.0,20.4,7.7,4,3,205.1,6.6,82.2,9.7,10.0,0.381,11.0,0.361,,,,15,,
birkenpilz,5026322097,2015-10-29,51.92456,10.49447,10,181.0,25.7,0.2,5,10,130.9,17.9,43.5,8.1,9.0,0.359,9.4,0.366,,,,15,,
schwefelporling,6003696962,2026-01-16,52.28281,9.03214,1,48.0,37.8,5.7,7,2,96.8,38.5,71.4,0.3,1.1,0.385,0.4,0.376,,,,15,,
schwefelporling,6151051555,2026-01-25,52.27562,10.58011,1,79.0,8.3,2.5,4,11,65.4,4.5,42.0,-0.5,-1.4,0.338,0.4,0.337,,,,15,,
schwefelporling,6159233337,2026-01-27,52.38227,9.71269,1,56.0,5.8,9.6,3,1,83.4,8.5,59.0,1.2,-0.9,0.331,0.4,0.333,,,,15,,
schwefelporling,6151311394,2026-02-10,52.90596,9.28606,2,23.0,7.3,2.7,4,99,66.6,5.2,45.3,-1.5,-0.0,0.384,-0.2,0.377,,,,15,,
schwefelporling,6170619607,2026-03-06,52.3212,9.76618,3,56.0,23.8,0.0,3,11,102.2,2.6,63.7,8.6,7.9,0.316,7.5,0.344,,,,15,,
schwefelporling,6178886964,2026-03-11,52.15846,11.72029,3,46.0,0.0,2.8,1,99,79.9,-22.1,35.1,7.9,5.1,0.266,4.4,0.302,,,,15,,
schwefelporling,6182537617,2026-03-24,51.54279,9.5261,3,323.0,25.5,0.4,4,8,116.6,1.3,54.3,6.2,5.1,0.289,5.2,0.303,,,,15,,
schwefelporling,6182715135,2026-03-27,52.28226,10.75398,3,132.0,13.6,7.5,7,1,102.9,-4.2,35.4,6.2,5.5,0.268,5.5,0.293,,,,15,,
schwefelporling,6183241611,2026-03-22,52.28489,10.61969,3,103.0,16.5,2.6,6,8,95.5,-6.0,35.1,7.4,6.2,0.24,6.0,0.238,,,,15,,
