art,gbif_id,datum,lat,lon,monat,hoehe,regen_reife,regen_frisch,regentage,tage_seit_regen,regen_60,bilanz_14,bilanz_60,temp,bt07,bf07,bt728,bf728,frosttage,min_temp,min_boden,tage_vorhanden,tage_lang,tage_et0
parasol,5832128926,2025-09-27,53.14105,10.22984,9,57.0,22.1,1.0,4,9,111.2,-10.9,-74.0,14.1,12.0,0.135,12.8,0.141,,,,15,,
parasol,5830723741,2025-09-21,51.70938,11.01735,9,495.0,22.3,8.0,6,0,105.6,-8.3,-90.7,15.1,15.7,0.324,15.2,0.306,,,,15,,
parasol,5844018132,2025-09-27,52.68711,9.80328,9,43.0,40.4,1.8,7,11,108.1,7.0,-81.6,14.6,12.5,0.122,13.3,0.151,,,,15,,
parasol,5844807046,2025-09-30,52.70569,9.78724,9,30.0,13.1,0.6,5,14,97.9,-20.7,-89.9,14.2,13.2,0.095,13.5,0.143,,,,15,,
parasol,5844361294,2025-10-02,51.78224,9.72955,10,334.0,16.0,4.3,6,2,81.1,-7.7,-91.7,12.1,10.5,0.283,11.3,0.25,,,,15,,
parasol,5871907347,2025-10-23,52.49848,9.2925,10,51.0,4.6,12.1,5,0,86.6,1.2,-36.1,11.8,10.4,0.37,10.9,0.355,,,,15,,
parasol,5868486023,2025-10-19,51.87768,10.51821,10,445.0,26.3,8.1,12,2,139.9,22.9,21.2,9.4,8.5,0.39,9.3,0.378,,,,15,,
parasol,5871914517,2025-10-22,52.58172,10.18364,10,41.0,6.3,15.2,5,0,91.1,6.7,-36.8,11.4,9.3,0.228,10.0,0.205,,,,15,,
parasol,5871916979,2025-10-26,52.60233,10.08337,10,41.0,13.8,15.4,7,0,94.0,14.3,-25.0,10.5,10.6,0.247,10.9,0.235,,,,15,,
parasol,5888993385,2025-10-31,52.59049,10.07851,10,42.0,31.0,15.7,10,1,108.1,31.9,-1.3,9.5,8.6,0.271,9.2,0.259,,,,15,,
parasol,5889001130,2025-10-31,52.57051,10.07755,10,42.0,31.0,15.7,10,1,108.1,31.9,-1.3,9.5,8.6,0.271,9.2,0.259,,,,15,,
parasol,5888991796,2025-10-30,52.50256,10.19847,10,50.0,31.2,25.4,9,0,120.1,41.0,5.2,9.6,8.8,0.257,9.3,0.238,,,,15,,
parasol,5888996717,2025-10-27,52.53001,10.23067,10,58.0,19.9,17.4,8,0,108.4,22.0,-8.6,10.0,9.8,0.239,10.5,0.215,,,,15,,
parasol,5888998493,2025-10-27,53.45351,9.6829,10,18.0,12.7,22.1,7,0,115.5,21.2,6.0,9.8,9.7,0.379,10.3,0.353,,,,15,,
parasol,5889561923,2025-10-31,53.1623,9.95651,10,133.0,36.8,22.3,10,1,140.9,46.0,34.7,8.8,8.4,0.282,9.0,0.27,,,,15,,
parasol,5889603357,2025-10-17,51.55568,10.8346,10,293.0,20.9,1.8,4,12,145.3,7.9,20.8,10.4,10.4,0.357,10.8,0.361,,,,15,,
parasol,5890089569,2025-10-26,52.68209,9.74423,10,33.0,12.7,19.8,9,0,136.7,17.4,16.8,10.5,10.7,0.261,11.1,0.243,,,,15,,
parasol,5890090286,2025-10-30,53.25572,10.43898,10,29.0,25.4,21.2,10,0,111.2,32.4,-1.5,9.3,8.6,0.257,9.2,0.229,,,,15,,
parasol,5890092600,2025-10-24,52.35352,9.78214,10,81.0,7.9,7.5,5,0,80.3,-0.8,-48.1,11.5,10.4,0.317,10.8,0.275,,,,15,,
parasol,5890212827,2025-10-31,52.68171,9.72916,10,27.0,33.6,13.8,11,1,145.5,32.4,35.3,9.4,8.9,0.276,9.5,0.266,,,,15,,
parasol,5890277671,2025-10-28,52.53395,9.81964,10,42.0,16.9,28.9,10,0,109.9,31.1,-5.8,9.8,9.5,0.268,10.2,0.255,,,,15,,
parasol,5892869528,2025-10-15,52.87811,9.3127,10,30.0,40.1,1.5,5,9,94.5,24.3,-45.6,12.1,13.2,0.334,13.3,0.328,,,,15,,
parasol,6398822332,2025-10-19,52.88804,11.45284,10,37.0,16.4,0.7,4,13,80.9,0.9,-56.2,11.5,10.2,0.362,11.2,0.357,,,,15,,
parasol,6413608747,2025-10-29,52.15481,11.49721,10,116.0,15.1,19.2,7,1,107.6,17.0,-14.0,9.5,8.8,0.325,9.6,0.28,,,,15,,
parasol,5892261460,2025-11-06,52.7267,9.8211,11,52.0,53.2,0.7,8,7,153.1,39.8,56.4,9.7,9.9,0.256,10.1,0.267,,,,15,,
parasol,5892558745,2025-11-07,52.69551,9.80502,11,40.0,32.5,0.0,7,8,141.2,18.5,46.2,9.4,9.5,0.241,10.0,0.249,,,,15,,
parasol,5892261941,2025-11-03,52.60233,10.08337,11,41.0,45.3,4.4,11,4,110.5,36.1,7.5,10.0,9.4,0.265,9.7,0.265,,,,15,,
parasol,5897001432,2025-11-09,52.02036,11.90461,11,78.0,38.8,0.3,5,8,127.5,26.1,31.2,8.5,7.4,0.317,8.4,0.314,,,,15,,
parasol,4930713705,2024-06-23,52.49722,9.90211,6,58.0,28.2,7.0,8,2,123.3,-16.8,-93.5,15.5,17.8,0.345,17.0,0.308,,,,15,,
parasol,4932898025,2024-06-26,53.11451,10.11988,6,70.0,36.2,0.4,8,5,161.4,-17.6,-62.0,16.2,18.7,0.246,17.6,0.253,,,,15,,
parasol,4931481143,2024-06-22,53.14724,10.94864,6,50.0,37.9,6.7,7,1,167.2,-7.0,-54.0,15.1,17.4,0.253,16.7,0.245,,,,15,,
parasol,5016233739,2024-06-29,52.58967,9.03502,6,52.0,43.0,0.8,7,8,135.5,-17.8,-93.3,18.4,21.6,0.177,20.1,0.193,,,,15,,
parasol,5025878690,2024-06-21,53.15017,9.82332,6,69.0,40.0,17.9,9,0,173.0,10.2,-37.0,14.0,16.4,0.262,15.6,0.251,,,,15,,
parasol,5016522384,2024-06-18,52.70253,9.80309,6,39.0,22.3,21.0,7,0,145.6,-6.5,-64.6,14.4,15.9,0.222,15.2,0.202,,,,15,,
parasol,5024703770,2024-06-17,51.95955,10.57457,6,176.0,10.3,3.6,4,7,131.5,-40.5,-70.7,14.6,15.5,0.242,14.8,0.24,,,,15,,
parasol,5025896977,2024-06-26,53.49113,10.6569,6,26.0,29.6,0.5,5,5,138.9,-26.4,-89.4,16.6,19.1,0.217,17.9,0.222,,,,15,,
parasol,4931942819,2024-07-27,52.38295,10.0648,7,64.0,18.1,11.5,6,0,169.2,-30.2,-59.2,19.8,19.8,0.366,19.7,0.344,,,,15,,
parasol,5015151328,2024-07-13,52.59728,10.09139,7,38.0,38.5,19.4,8,1,189.9,2.7,-44.8,18.0,20.2,0.218,19.4,0.212,,,,15,,
parasol,5028439218,2024-07-24,53.37348,11.5402,7,51.0,30.6,19.9,6,1,190.6,-10.0,-36.2,19.9,20.9,0.187,20.3,0.173,,,,15,,
parasol,4956045856,2024-08-22,52.78721,10.16347,8,90.0,19.4,7.4,6,1,163.4,-21.4,-67.0,19.5,18.1,0.206,18.6,0.165,,,,15,,
parasol,5017200735,2024-08-03,51.80835,11.04011,8,156.0,37.8,25.5,6,1,148.0,4.6,-92.8,20.1,20.5,0.349,19.9,0.345,,,,15,,
parasol,4946327591,2024-09-11,53.14847,9.083,9,14.0,6.1,24.6,6,0,127.7,-19.7,-88.6,19.7,19.1,0.622,19.6,0.596,,,,15,,
parasol,4950108786,2024-09-20,53.03201,9.2691,9,52.0,24.0,3.4,5,1,112.7,-11.4,-88.4,16.0,15.7,0.357,15.6,0.36,,,,15,,
parasol,4950169673,2024-09-24,53.12607,9.76741,9,68.0,23.0,11.0,4,1,144.8,0.1,-52.7,14.5,16.4,0.222,16.4,0.221,,,,15,,
parasol,4956456629,2024-09-22,53.03315,9.22329,9,54.0,24.1,2.5,5,11,93.6,-9.0,-107.5,15.3,16.7,0.342,16.5,0.345,,,,15,,
parasol,4957595721,2024-09-27,53.14069,10.23538,9,59.0,14.4,31.1,6,0,182.8,13.3,-11.6,14.4,14.8,0.24,15.2,0.218,,,,15,,
parasol,4950258346,2024-09-22,51.50073,10.15771,9,247.0,45.9,4.2,6,3,177.1,15.1,-27.4,14.1,15.7,0.341,15.5,0.343,,,,15,,
parasol,4957890502,2024-09-23,52.49725,9.90209,9,58.0,26.5,5.6,3,0,110.2,-2.9,-94.1,14.8,16.7,0.312,16.6,0.317,,,,15,,
parasol,4986102540,2024-09-25,53.28018,10.77698,9,27.0,12.6,14.5,3,0,124.5,-6.0,-76.5,14.4,15.5,0.444,15.9,0.438,,,,15,,
parasol,5015674328,2024-09-29,52.59728,10.09139,9,38.0,12.3,18.8,4,2,150.1,-1.4,-43.5,15.0,13.9,0.266,14.7,0.247,,,,15,,
parasol,5016041781,2024-09-27,53.08517,10.60398,9,63.0,0.5,24.3,4,0,145.0,-8.5,-54.4,14.7,14.9,0.237,15.3,0.224,,,,15,,
parasol,5023665225,2024-09-26,53.08517,10.60398,9,63.0,0.7,18.8,3,0,151.0,-13.2,-49.8,14.4,15.2,0.223,15.5,0.213,,,,15,,
parasol,5025628654,2024-09-25,53.08517,10.60398,9,63.0,12.3,10.8,3,0,146.4,-10.3,-55.7,14.2,15.6,0.211,15.9,0.209,,,,15,,
parasol,4954290291,2024-10-12,52.29686,10.62448,10,107.0,30.3,13.9,6,2,167.9,24.3,1.9,10.9,11.9,0.39,12.4,0.382,,,,15,,
parasol,4954609031,2024-10-12,52.29273,10.62892,10,107.0,30.3,13.9,6,2,167.9,24.3,1.9,10.9,11.9,0.39,12.4,0.382,,,,15,,
parasol,4952393308,2024-10-04,53.29784,9.82633,10,98.0,25.0,18.6,7,3,137.1,15.3,-38.3,13.0,10.8,0.274,11.7,0.273,,,,15,,
parasol,5026894621,2024-09-29,51.91664,10.47615,9,303.0,14.8,17.1,7,2,177.2,2.4,-12.0,13.7,13.3,0.365,14.0,0.338,,,,15,,
parasol,4973808617,2024-10-19,52.95667,11.8417,10,34.0,28.8,0.1,4,9,112.1,9.3,-48.6,11.0,10.6,0.252,10.9,0.258,,,,15,,
parasol,4982185673,2024-10-29,51.72748,11.00495,10,444.0,3.6,1.4,1,99,160.6,-11.8,49.9,11.4,11.1,0.317,11.1,0.32,,,,15,,
parasol,4985473656,2024-10-19,53.28187,10.70572,10,29.0,35.0,0.1,4,6,151.7,16.2,2.7,10.7,10.4,0.466,10.7,0.472,,,,15,,
parasol,4985609823,2024-10-19,52.42171,10.94077,10,86.0,31.0,0.0,5,6,140.0,11.2,-12.1,11.0,10.5,0.375,10.8,0.388,,,,15,,
parasol,4986271117,2024-10-15,53.16877,9.93807,10,155.0,47.0,5.6,5,2,170.4,34.0,21.1,10.1,9.4,0.275,10.4,0.274,,,,15,,
parasol,5014212307,2024-10-16,52.53795,10.15137,10,46.0,27.2,4.1,5,3,167.0,12.0,14.4,10.5,9.4,0.272,10.4,0.282,,,,15,,
parasol,5014097213,2024-10-08,52.24159,9.46373,10,232.0,59.6,2.8,9,6,157.4,40.6,-2.0,11.6,10.9,0.388,11.3,0.394,,,,15,,
parasol,5015885597,2024-10-11,51.68536,10.26745,10,268.0,41.8,45.7,11,1,209.7,68.1,43.4,10.7,11.5,0.403,11.9,0.402,,,,15,,
parasol,5016582475,2024-10-03,52.44262,9.76092,10,62.0,33.9,28.4,9,2,129.1,33.6,-51.2,14.0,11.9,0.398,12.9,0.394,,,,15,,
parasol,5017845371,2024-10-31,52.5692,10.1215,10,40.0,7.5,2.7,4,9,157.1,-4.1,41.3,12.6,11.8,0.242,12.1,0.244,,,,15,,
parasol,5017971133,2024-10-16,51.56982,10.71304,10,228.0,38.8,7.9,9,3,155.0,29.9,3.6,9.4,8.3,0.39,9.4,0.387,,,,15,,
parasol,5017901320,2024-10-07,52.93105,9.47159,10,37.0,57.3,1.3,8,6,137.5,35.2,-29.8,12.0,10.6,0.265,11.3,0.276,,,,15,,
parasol,5019347665,2024-10-20,52.16656,11.6433,10,55.0,27.7,0.0,4,7,152.6,7.2,-3.8,11.5,11.3,0.465,11.4,0.468,,,,15,,
parasol,5019489833,2024-10-27,51.74616,10.80129,10,507.0,13.3,0.0,4,6,180.3,-2.6,70.6,10.1,9.9,0.346,10.3,0.349,,,,15,,
parasol,5019556563,2024-10-06,51.85557,9.32428,10,483.0,71.3,0.3,9,5,156.0,50.5,0.3,9.9,8.6,0.399,9.5,0.401,,,,15,,
parasol,5019997180,2024-10-21,52.00771,10.38809,10,166.0,30.9,5.6,9,2,183.4,16.6,35.9,12.0,12.4,0.345,12.0,0.341,,,,15,,
parasol,5023582558,2024-10-15,52.60233,10.08337,10,41.0,43.3,5.6,6,2,163.1,30.5,10.2,10.7,10.0,0.276,11.0,0.279,,,,15,,
parasol,5024656095,2024-10-17,52.59049,10.07851,10,42.0,30.2,0.3,4,4,158.3,10.9,7.2,10.7,9.6,0.259,10.2,0.265,,,,15,,
parasol,5024734402,2024-10-12,52.28743,10.78719,10,107.0,36.1,14.7,7,2,167.6,31.6,2.0,10.7,11.5,0.386,11.9,0.378,,,,15,,
parasol,5025886171,2024-10-12,52.58172,10.18364,10,41.0,36.0,21.4,6,2,169.6,37.0,7.1,11.1,12.0,0.278,12.4,0.278,,,,15,,
parasol,5134664374,2024-10-11,51.5326,10.852,10,317.0,24.8,32.7,10,1,148.2,38.3,-19.5,10.3,11.0,0.391,11.5,0.378,,,,15,,
parasol,5153050751,2024-10-25,52.35133,9.78125,10,61.0,10.0,2.7,4,6,128.4,-5.5,-2.5,11.3,12.3,0.36,12.6,0.357,,,,15,,
parasol,5897003096,2024-10-26,53.22099,10.42791,10,39.0,17.4,0.1,3,4,175.4,0.0,44.5,11.0,11.5,0.244,11.9,0.236,,,,15,,
parasol,5897007932,2024-10-16,53.22741,10.3922,10,51.0,29.7,3.9,6,3,180.9,14.3,28.7,10.0,9.1,0.252,10.0,0.25,,,,15,,
parasol,6133379464,2024-10-12,51.74298,10.95938,10,451.0,41.4,11.2,10,2,172.6,36.0,13.7,9.3,10.5,0.391,10.8,0.376,,,,15,,
parasol,6133390199,2024-10-12,52.23289,11.33615,10,91.0,34.6,13.8,7,2,143.7,28.9,-24.8,10.8,11.9,0.398,12.2,0.393,,,,15,,
parasol,6163345755,2024-10-17,51.60183,10.87262,10,553.0,43.7,3.0,10,4,187.3,31.9,48.9,7.9,7.1,0.376,7.8,0.372,,,,15,,
parasol,4980330152,2024-11-08,52.89034,10.83723,11,58.0,4.4,0.1,1,11,135.5,-4.9,48.6,9.2,7.0,0.208,8.2,0.214,,,,15,,
parasol,5012949301,2024-11-26,52.70253,9.80309,11,39.0,36.8,13.3,9,2,125.0,40.1,66.9,5.9,5.8,0.272,5.9,0.269,,,,15,,
parasol,5013713576,2024-11-10,51.99808,9.84685,11,203.0,2.6,0.0,1,99,122.5,-6.2,43.1,7.9,6.1,0.34,7.3,0.345,,,,15,,
parasol,5018284139,2024-11-09,52.3452,10.72186,11,98.0,3.3,0.0,1,99,98.2,-6.1,10.1,8.8,6.9,0.349,8.1,0.354,,,,15,,
parasol,5018432800,2024-11-18,52.49447,9.27747,11,50.0,11.6,6.1,5,1,127.5,10.4,57.8,6.6,7.2,0.25,7.8,0.237,,,,15,,
parasol,5020213302,2024-11-06,52.6949,9.68617,11,29.0,3.8,0.0,1,99,132.7,-6.9,40.6,9.7,7.9,0.239,9.2,0.243,,,,15,,
parasol,5024190166,2024-11-10,52.59049,10.07851,11,42.0,3.2,0.0,1,99,105.7,-5.2,22.5,8.3,6.5,0.236,7.7,0.236,,,,15,,
parasol,4127352310,2023-05-29,52.84353,9.34521,5,23.0,14.0,0.0,2,7,105.4,-40.0,-65.5,13.1,13.6,0.325,13.2,0.332,,,,15,,
parasol,5018114995,2023-05-17,52.59049,10.07851,5,42.0,23.2,0.2,4,6,102.9,-27.4,-43.6,13.1,14.5,0.181,13.8,0.19,,,,15,,
parasol,5014521683,2023-07-19,52.30459,10.61156,7,74.0,20.1,9.3,6,0,150.5,-44.0,-118.4,20.5,20.2,0.283,19.8,0.263,,,,15,,
parasol,5015697125,2023-07-04,51.53351,11.30773,7,251.0,61.7,4.1,7,3,97.1,7.8,-149.4,18.4,17.2,0.3,17.0,0.257,,,,15,,
parasol,4171445483,2023-08-08,53.07456,11.13981,8,14.0,81.4,12.0,12,0,193.7,51.9,-52.3,16.9,17.2,0.27,17.4,0.271,,,,15,,
parasol,4171783152,2023-08-01,53.24085,10.60411,8,30.0,50.8,31.2,14,0,192.2,40.8,-64.0,16.7,17.2,0.49,17.0,0.473,,,,15,,
parasol,4177079238,2023-08-09,52.3141,10.46589,8,68.0,84.7,10.4,12,3,239.9,49.8,-10.7,17.1,17.1,0.377,17.1,0.368,,,,15,,
parasol,4177338303,2023-08-08,52.23795,10.52325,8,71.0,63.6,8.8,11,1,212.8,27.2,-38.3,17.1,17.3,0.383,17.4,0.369,,,,15,,
parasol,4400434850,2023-08-20,53.2116,10.43552,8,48.0,18.6,35.8,5,1,256.0,7.0,36.9,18.7,20.8,0.232,19.9,0.23,,,,15,,
parasol,4177338321,2023-08-09,52.41234,10.3283,8,62.0,71.6,7.4,11,3,218.7,33.6,-30.2,17.1,17.2,0.386,17.2,0.381,,,,15,,
parasol,4405116518,2023-08-13,52.0844,9.93762,8,256.0,62.5,4.1,9,1,228.3,18.4,-16.3,17.0,17.5,0.336,16.9,0.32,,,,15,,
parasol,4405268721,2023-08-19,52.40684,10.51078,8,80.0,22.7,29.7,7,2,275.0,2.6,46.8,19.2,21.0,0.375,20.2,0.365,,,,15,,
parasol,4407281752,2023-08-19,51.56129,10.30852,8,172.0,51.1,12.2,11,2,249.0,11.9,20.4,18.8,21.2,0.381,20.1,0.367,,,,15,,
parasol,4409858211,2023-08-09,53.0776,9.96241,8,96.0,88.8,8.7,14,3,231.8,59.2,-4.2,16.0,16.2,0.267,16.2,0.262,,,,15,,
parasol,4409846613,2023-08-18,52.58054,10.18157,8,48.0,15.7,19.7,8,1,260.1,-13.1,31.1,18.6,20.3,0.243,19.7,0.243,,,,15,,
parasol,4461678854,2023-08-20,52.78962,10.12881,8,67.0,12.9,27.2,7,1,295.1,-7.5,77.6,18.9,20.9,0.246,20.1,0.247,,,,15,,
parasol,5013079025,2023-08-02,52.59012,10.14012,8,39.0,55.1,50.6,12,0,251.6,62.9,-11.0,17.3,18.0,0.29,17.7,0.273,,,,15,,
parasol,5014825593,2023-08-17,51.94667,10.51091,8,174.0,25.2,34.1,10,0,212.4,10.7,-30.4,18.2,20.3,0.348,19.7,0.312,,,,15,,
parasol,5021010004,2023-08-10,52.70253,9.80309,8,39.0,116.7,5.8,14,4,276.8,80.1,29.2,16.8,16.7,0.253,16.7,0.246,,,,15,,
parasol,5025718254,2023-08-13,51.82215,10.79811,8,322.0,65.8,6.7,9,1,194.0,23.9,-44.2,16.7,17.3,0.304,16.7,0.293,,,,15,,
parasol,5028102144,2023-08-14,52.70569,9.78724,8,30.0,88.6,5.3,11,2,282.1,47.6,47.2,17.5,18.7,0.218,18.0,0.215,,,,15,,
parasol,5028147662,2023-08-13,53.13383,9.79547,8,110.0,70.2,3.3,11,1,237.9,31.4,16.1,16.6,17.1,0.245,16.6,0.245,,,,15,,
parasol,4416958361,2023-09-26,52.43116,10.32163,9,72.0,50.6,0.5,6,5,180.9,14.7,-2.2,17.0,15.9,0.347,16.5,0.348,,,,15,,
parasol,4416887985,2023-09-15,52.14005,9.35631,9,176.0,3.2,32.9,3,2,206.9,-8.3,21.5,18.4,17.9,0.339,18.0,0.339,,,,15,,
parasol,5018703602,2023-09-15,52.12361,9.37388,9,176.0,3.2,32.9,3,2,206.9,-8.3,21.5,18.4,17.9,0.339,18.0,0.339,,,,15,,
parasol,5013520559,2023-09-25,52.58172,10.18364,9,41.0,49.5,7.7,6,3,202.3,20.5,23.0,17.4,16.7,0.226,17.1,0.23,,,,15,,
parasol,5013888744,2023-09-24,52.30459,10.61156,9,74.0,34.4,6.1,5,2,201.4,1.0,17.3,17.8,16.9,0.34,17.4,0.341,,,,15,,
parasol,5014703532,2023-09-09,52.45988,9.19221,9,88.0,11.8,0.0,3,10,174.3,-34.0,-28.5,17.8,19.6,0.194,18.8,0.219,,,,15,,
parasol,5027242154,2023-09-30,52.27931,10.80077,9,102.0,6.4,0.7,3,99,146.0,-29.7,-33.9,17.2,15.9,0.256,15.9,0.291,,,,15,,
parasol,4430493237,2023-10-10,52.48688,9.28642,10,46.0,6.3,20.7,4,1,126.7,1.0,-30.5,16.3,15.0,0.383,15.2,0.377,,,,15,,
parasol,5021319460,2023-10-10,52.47982,9.2774,10,46.0,6.3,20.7,4,1,126.7,1.0,-30.5,16.3,15.0,0.383,15.2,0.377,,,,15,,
parasol,4430510237,2023-10-11,52.25846,10.58074,10,86.0,14.2,26.2,5,2,158.2,11.3,-7.3,16.3,15.1,0.368,15.1,0.352,,,,15,,
parasol,4430606786,2023-10-13,52.27267,10.58112,10,75.0,37.9,17.0,7,0,164.1,27.5,1.7,16.0,15.3,0.389,15.4,0.368,,,,15,,
parasol,4436117816,2023-10-28,52.2729,10.58141,10,75.0,34.2,20.3,10,1,170.1,40.0,40.8,9.5,10.4,0.406,11.1,0.404,,,,15,,
parasol,4460646029,2023-10-03,52.43734,10.91417,10,59.0,11.9,6.5,4,0,173.5,-16.3,-5.9,17.1,17.0,0.298,17.1,0.288,,,,15,,
parasol,4436474141,2023-10-30,52.83485,9.31268,10,17.0,49.0,17.5,10,1,173.4,52.4,54.3,9.9,10.6,0.41,11.0,0.408,,,,15,,
parasol,4461098707,2023-10-11,53.1335,10.22739,10,52.0,21.0,13.6,7,2,148.9,10.5,-6.7,15.6,14.3,0.249,14.5,0.222,,,,15,,
parasol,4516476567,2023-10-14,51.83101,10.74013,10,345.0,29.6,17.7,6,0,129.8,16.9,-35.1,15.3,15.6,0.359,15.6,0.308,,,,15,,
parasol,4516481493,2023-10-14,51.8878,10.75467,10,201.0,34.3,18.8,5,0,123.7,20.5,-45.7,15.8,15.8,0.361,15.8,0.309,,,,15,,
parasol,4935494745,2023-10-25,51.54028,11.4429,10,302.0,30.9,11.3,7,0,108.5,21.7,-35.5,10.9,10.5,0.361,11.0,0.325,,,,15,,
parasol,5013139335,2023-10-31,52.58172,10.18364,10,41.0,48.8,11.6,11,1,176.3,47.0,55.0,10.2,10.8,0.293,11.2,0.293,,,,15,,
parasol,5013377570,2023-10-24,52.58824,10.08725,10,40.0,64.4,5.1,8,0,149.7,50.4,18.9,11.4,9.9,0.286,10.4,0.282,,,,15,,
parasol,5013733565,2023-10-17,51.56012,9.90161,10,165.0,32.5,5.5,7,3,91.2,12.8,-64.4,13.4,12.2,0.367,13.4,0.347,,,,15,,
parasol,5016990073,2023-10-02,52.30459,10.61156,10,74.0,8.0,0.3,2,10,134.1,-26.8,-45.7,17.1,17.0,0.327,16.8,0.328,,,,15,,
parasol,5017254101,2023-10-17,52.33555,10.71252,10,101.0,40.5,8.5,7,3,114.0,24.1,-44.2,13.9,12.6,0.393,13.8,0.389,,,,15,,
parasol,5015708900,2023-10-24,52.92352,9.4572,10,56.0,71.8,3.0,9,4,138.1,57.3,10.6,11.1,9.6,0.29,10.1,0.291,,,,15,,
parasol,5018841084,2023-10-11,52.1297,9.84593,10,244.0,9.8,23.9,4,2,125.0,4.1,-36.0,15.7,14.8,0.341,14.7,0.316,,,,15,,
parasol,5019401833,2023-10-08,51.63432,10.72163,10,584.0,15.6,10.4,5,0,150.3,-1.3,-8.9,13.4,12.3,0.354,12.9,0.335,,,,15,,
parasol,5021827498,2023-10-25,52.30459,10.61156,10,74.0,46.5,8.0,10,0,154.2,35.0,18.0,11.1,10.5,0.402,10.9,0.401,,,,15,,
parasol,5023214877,2023-10-27,52.3407,10.68966,10,79.0,32.7,16.7,9,0,149.4,33.6,17.3,10.2,10.8,0.402,11.4,0.401,,,,15,,
parasol,5024048246,2023-10-10,52.12361,9.37388,10,141.0,8.0,16.9,4,1,125.2,-1.4,-32.0,15.5,14.7,0.343,14.8,0.327,,,,15,,
parasol,5024440122,2023-10-15,52.30459,10.61156,10,74.0,40.1,22.2,9,1,157.7,35.1,-2.0,15.2,14.9,0.392,15.3,0.385,,,,15,,
parasol,5027193851,2023-10-17,52.58172,10.18364,10,41.0,36.7,20.5,7,3,143.5,33.3,-8.0,13.9,12.4,0.275,13.7,0.269,,,,15,,
parasol,5027763577,2023-10-31,52.1297,9.84593,10,244.0,65.1,14.7,11,1,187.3,66.7,64.5,9.5,9.8,0.41,10.2,0.405,,,,15,,
parasol,5028254892,2023-10-30,52.58172,10.18364,10,41.0,42.3,16.4,10,0,179.4,45.0,56.8,9.9,10.7,0.29,11.1,0.29,,,,15,,
parasol,4891888010,2023-11-12,51.67213,11.13312,11,343.0,16.8,7.0,8,1,143.6,9.3,42.8,8.3,7.4,0.362,8.4,0.35,,,,15,,
parasol,4440681318,2023-11-08,53.4761,10.59947,11,42.0,33.8,13.2,12,3,207.2,35.5,113.5,9.7,9.0,0.271,9.7,0.274,,,,15,,
parasol,4926198673,2023-11-18,53.01593,9.11329,11,46.0,54.1,7.8,12,0,220.0,52.2,143.0,7.7,6.9,0.409,7.8,0.411,,,,15,,
parasol,5012651538,2023-11-06,52.32359,10.70701,11,102.0,35.6,10.3,11,1,166.7,30.6,51.9,10.7,10.2,0.395,10.8,0.398,,,,15,,
parasol,5013424575,2023-11-12,52.52992,10.18615,11,43.0,31.1,29.1,11,1,221.6,45.6,128.8,9.8,8.1,0.283,9.2,0.284,,,,15,,
parasol,5014455648,2023-11-07,52.52992,10.18615,11,43.0,34.9,17.9,12,2,197.7,38.4,91.7,10.7,10.0,0.278,10.6,0.284,,,,15,,
parasol,5015205924,2023-11-28,52.30306,10.6222,11,81.0,49.3,19.9,11,0,222.3,61.7,156.6,4.9,3.2,0.409,4.5,0.412,,,,15,,
parasol,5016089256,2023-11-07,52.34512,10.72164,11,98.0,35.3,10.2,11,2,166.7,30.2,55.0,10.6,10.1,0.39,10.7,0.395,,,,15,,
parasol,5017853099,2023-11-11,52.34183,10.66057,11,110.0,28.8,17.3,9,0,184.0,30.2,83.9,9.9,8.9,0.395,9.8,0.396,,,,15,,
parasol,5018449186,2023-11-12,52.58172,10.18364,11,41.0,31.1,29.1,11,1,221.6,45.6,128.8,9.8,8.1,0.283,9.2,0.284,,,,15,,
parasol,5019504795,2023-11-02,52.33144,10.71972,11,113.0,44.0,13.1,11,1,156.4,43.6,32.4,10.8,11.1,0.407,11.4,0.41,,,,15,,
parasol,5019889424,2023-11-20,52.45988,9.19221,11,88.0,46.8,31.8,11,0,244.8,68.7,165.6,7.9,7.4,0.298,8.0,0.3,,,,15,,
parasol,5022323077,2023-11-06,52.59049,10.07851,11,42.0,37.5,15.4,12,1,182.1,38.6,74.8,10.8,10.0,0.278,10.7,0.28,,,,15,,
parasol,5024723238,2023-11-27,52.33487,10.72128,11,106.0,50.0,23.0,11,0,208.8,65.4,141.2,5.4,3.7,0.408,5.1,0.412,,,,15,,
parasol,5024938669,2023-11-04,52.44558,9.7679,11,74.0,37.2,9.3,11,0,202.6,30.5,86.4,11.1,10.9,0.399,11.5,0.404,,,,15,,
parasol,5026466089,2023-11-13,52.33301,10.72086,11,111.0,27.7,21.2,9,0,157.6,34.2,60.5,9.2,7.6,0.401,8.7,0.402,,,,15,,
parasol,5027406664,2023-11-05,52.52992,10.18615,11,43.0,35.0,16.2,11,0,195.9,36.4,83.9,11.0,10.3,0.286,11.0,0.289,,,,15,,
parasol,5026399400,2023-11-02,52.30459,10.61156,11,74.0,48.9,8.7,11,2,161.8,44.1,38.4,10.7,11.0,0.407,11.3,0.412,,,,15,,
parasol,5028278026,2023-11-07,52.13738,10.67354,11,194.0,47.2,7.8,11,2,170.5,39.6,58.5,10.5,9.8,0.389,10.5,0.392,,,,15,,
